,taxroll_number,net_area,basement_finished,has_garage,has_fireplace,assessed_value,lot_size,building_count,walkout_basement,air_conditioning,valuation_group,tot_gross_area_description,lon,lat
4823,4926804,192.92,0,1,0,508000,696.693,1,0,0,1,264.46,-113.473916,53.57495554
4824,4930905,191.6,1,1,0,490000,696.744,1,0,0,1,240.51,-113.4774694,53.57495764
4825,4934402,219.2,0,1,0,491500,422.64,1,0,0,1,270.2,-113.4791532,53.57497846
4826,6002406,117.192,0,0,0,323500,367.188,1,0,0,1,117.192,-113.48227,53.57467748
4827,6134407,125.61,0,1,1,320000,377.048,1,0,0,1,172.51,-113.4899823,53.57546093
4828,6133102,85.58,0,1,0,286500,377.641,1,0,0,1,130.58,-113.4908613,53.57546019
4829,6188403,259.8,1,1,1,603500,696.507,1,0,0,1,337.22,-113.494244,53.57530829
4830,6187405,195.2,0,1,0,542000,695.347,1,0,0,1,257.98,-113.4950258,53.57495216
4831,6203509,137.6,1,1,0,476000,696.992,1,0,0,1,206.7,-113.4987051,53.57495415
4832,6210009,123.872,1,1,0,358500,695.8,1,0,0,1,171.622,-113.4997629,53.57494959
4833,6209803,36.4,0,1,0,162000,333.733,1,0,0,1,72.8,-113.5005105,53.57491003
4834,6209704,175.13,0,1,0,356500,444.863,1,0,0,1,198.23,-113.5007522,53.57491104
4835,3879517,141.0,0,1,1,365000,347.921,1,0,1,1,204.9,-113.5014314,53.57530701
4836,3879491,135.0,0,1,1,359000,347.977,1,0,1,1,198.9,-113.5017765,53.57530396
4837,2549202,68.62,1,1,0,280000,696.656,1,0,0,2,119.72,-113.5372292,53.57529358
4838,2545101,78.2,0,1,0,254000,696.618,1,0,0,2,127.6,-113.538223,53.57529293
4839,2539047,96.77,0,0,1,270500,338.205,1,0,0,2,96.77,-113.5380497,53.57493732
4840,2539013,96.77,0,0,1,263500,348.229,1,0,0,2,96.77,-113.5383947,53.57493415
4841,2488005,129.104,1,1,0,347500,1118.003,1,0,0,2,173.634,-113.5423445,53.57430683
4842,2488401,103.76,0,1,0,330500,683.114,1,0,0,2,159.56,-113.5433352,53.57461165
4843,2488021,95.12,1,1,0,335500,1002.671,1,0,0,2,157.62,-113.5426239,53.57415514
4844,2488047,98.54,1,1,0,319000,817.536,1,0,0,2,127.35,-113.5429346,53.57416531
4845,2488062,96.8,1,1,0,320500,663.768,1,0,0,2,141.33,-113.5432564,53.57418227
4846,2488088,96.8,1,1,0,322000,683.284,1,0,0,2,125.61,-113.5435255,53.57418105
4847,2488104,116.48,1,1,0,323000,550.519,1,0,0,2,161.01,-113.5438545,53.57418006
4848,2959856,102.72,1,1,1,353500,742.873,1,0,0,2,156.01,-113.5625187,53.57236047
4849,2959807,85.8,1,1,0,314000,786.719,1,0,0,2,114.61,-113.5625129,53.5725851
4850,2959906,85.8,1,1,0,352500,1161.405,1,0,0,2,179.21,-113.5624873,53.57215817
4851,2959757,90.42,1,1,0,336500,900.826,1,0,0,2,148.09,-113.5624492,53.57277806
4852,2959955,85.8,1,1,0,323500,1108.134,1,0,0,2,110.59,-113.5627648,53.57199969
4853,2959708,100.02,1,1,1,364500,977.699,1,0,0,2,162.07,-113.5626649,53.5728777
4854,2960003,134.8,1,1,1,371000,728.393,1,0,0,2,191.75,-113.5630911,53.5720211
4855,2959658,126.5,1,1,0,387000,741.212,1,0,0,2,215.7,-113.562966,53.57297764
4856,2960052,85.8,1,1,0,319000,640.497,1,0,0,2,130.69,-113.563397,53.57202221
4857,2959609,85.8,0,1,0,332500,721.089,1,0,0,2,168.61,-113.5632693,53.57299672
4858,2960102,85.8,0,1,0,314500,640.392,1,0,0,2,130.69,-113.5636409,53.5720231
4859,2959559,85.8,1,1,0,330500,600.973,1,0,0,2,121.57,-113.5635938,53.57306755
4860,2960151,85.8,1,1,1,330500,640.267,1,0,0,2,130.69,-113.5638847,53.57202399
4861,2960201,85.8,1,1,0,353000,640.153,1,0,0,2,123.01,-113.5641285,53.57202488
4862,2959401,85.8,1,1,0,313000,730.519,1,0,0,2,110.59,-113.5640984,53.573157
4863,10192103,0.0,0,0,0,221500,4028.535,0,0,0,4,0.0,-113.6400413,53.57554151
4864,10399035,215.1,0,1,0,512500,4216.873,1,0,0,2,322.1,-113.6401053,53.57454651
4865,10192104,89.06,0,1,0,431000,4048.461,1,0,0,2,124.26,-113.6406747,53.57553892
4866,10399034,0.0,0,0,0,191500,3857.529,0,0,0,4,0.0,-113.6408288,53.57454644
4867,10399033,0.0,0,0,0,193500,4040.112,0,0,0,4,0.0,-113.6415357,53.57454631
4868,4314662,175.2,1,1,1,565500,4050.0,1,0,0,2,507.9,-113.6419418,53.57553822
4869,4314670,0.0,0,0,0,293500,4047.647,1,0,0,2,201.3,-113.6425753,53.57554012
4870,4314688,126.2,1,1,1,721000,4046.212,1,0,0,2,182.41,-113.6432087,53.57554201
4871,10010582,132.3,1,1,1,552500,4001.298,1,0,0,2,308.25,-113.6443265,53.5754083
4872,9942167,0.0,0,0,0,221500,4045.369,0,0,0,4,0.0,-113.6437051,53.57454605
4873,10511690,234.9,0,1,0,854500,4372.241,1,0,0,2,290.5,-113.6450429,53.57554031
4874,4216602,171.1,0,1,0,666500,3562.061,1,0,1,2,258.15,-113.6452824,53.57454625
4875,4216586,169.2,1,1,1,619000,3562.824,1,0,0,2,229.0,-113.6459186,53.57454813
4876,1114636,130.3,1,1,1,679500,8093.947,1,0,1,2,294.0,-113.6460585,53.57554149
4877,9969552,0.0,0,0,0,214500,3466.388,0,0,0,4,0.0,-113.646546,53.57454549
4878,9969553,188.0,1,1,1,711000,3467.185,1,0,0,2,280.8,-113.6471649,53.57454732
4879,9969554,132.96,0,1,1,453000,5225.317,1,0,0,2,269.19,-113.6479409,53.57454736
4880,4039327,146.4,1,1,1,782500,4046.386,1,0,0,2,232.1,-113.6470086,53.5755398
4881,9939443,212.8,0,1,1,691500,4046.282,1,0,0,2,288.6,-113.647642,53.57554167
4882,9939442,140.6,1,1,1,778000,4045.012,1,1,0,2,189.51,-113.6482754,53.57554129
4883,9939423,96.7,1,1,0,523500,4045.674,1,0,0,2,196.64,-113.6489087,53.5755409
4884,10135326,192.9,1,0,1,773000,3735.57,1,0,0,2,192.9,-113.649723,53.574483
4885,7866205,244.44,0,1,0,798500,1096.757,1,0,0,0,326.64,-113.5436374,53.4733291
4886,7867104,154.98,1,1,0,467500,999.29,1,0,0,0,199.51,-113.543631,53.47437146
4887,7867112,171.58,1,1,1,564000,1428.414,1,0,0,0,210.62,-113.5437396,53.47483017
4888,10025716,143.6,0,1,1,407500,340.727,1,0,0,0,192.51,-113.531688,53.4156345
4889,10025717,124.0,1,1,1,394500,318.737,1,0,0,0,164.87,-113.5317994,53.41557653
4890,10025718,129.4,0,1,0,378000,318.738,1,0,0,0,166.61,-113.5318936,53.41551849
4891,10025721,126.8,0,1,1,380500,318.745,1,0,0,0,167.7,-113.5321764,53.41533987
4892,10025722,142.3,0,1,1,402500,318.746,1,0,0,0,179.51,-113.5322707,53.41527734
4893,10025723,127.5,1,1,0,394500,315.754,1,0,1,0,164.71,-113.5323722,53.41522382
4894,10025724,143.9,1,1,1,420000,336.307,1,0,0,0,188.79,-113.5325012,53.4151704
4895,10036982,184.9,0,1,1,490000,464.769,1,0,0,0,232.7,-113.5331383,53.41409455
4896,10036969,209.1,1,1,1,535500,461.99,1,0,0,0,254.8,-113.5337385,53.41443388
4897,10036983,189.8,0,1,1,487500,386.684,1,0,0,0,229.8,-113.5332997,53.41403228
4898,10036984,207.8,0,1,1,509000,386.682,1,0,0,0,246.3,-113.5334141,53.41395635
4899,10036985,182.6,0,1,1,488000,386.437,1,0,0,0,220.3,-113.5335284,53.4138849
4900,10036972,226.7,0,1,1,533000,406.775,1,0,0,0,267.6,-113.5341178,53.41419273
4901,10036986,163.0,0,1,1,454500,386.373,1,0,0,0,203.5,-113.5336428,53.41381346
4902,10036973,207.8,0,1,1,513000,427.684,1,0,0,0,245.3,-113.5342416,53.41411683
4903,10036987,188.4,0,1,1,494000,386.359,1,0,0,0,229.3,-113.5337571,53.41374202
4904,10036974,215.4,0,1,1,519500,406.755,1,0,0,0,259.2,-113.5343654,53.41403644
4905,10036988,161.5,0,1,1,455000,363.73,1,0,0,0,202.1,-113.5338681,53.41367056
4906,10036975,193.4,0,1,1,494000,427.682,1,0,0,0,233.8,-113.5344892,53.41396054
4907,10036990,171.6,0,1,1,465500,386.565,1,0,0,0,212.5,-113.5340934,53.41353215
4908,10036977,212.8,1,1,1,539000,427.68,1,0,0,0,256.6,-113.5347367,53.41380425
4909,10036978,226.8,0,1,1,533500,406.773,1,0,0,0,267.7,-113.5348605,53.41372385
4910,10036992,174.2,0,1,1,473500,387.564,1,0,0,0,215.1,-113.5343202,53.41338477
4911,10036979,236.8,1,1,1,562500,427.797,1,0,0,0,276.1,-113.5349842,53.41364795
4912,10036993,184.1,0,1,1,501000,416.84,1,0,0,0,228.0,-113.5344474,53.41331337
4913,10036980,193.9,0,1,1,505500,425.446,1,0,0,0,237.8,-113.5351208,53.41356761
4914,10036981,194.4,0,1,1,514000,473.82,1,0,0,0,242.4,-113.5352589,53.41348727
4915,10057649,244.9,0,1,1,568000,561.117,1,0,0,0,287.9,-113.5354748,53.41334882
4916,10057650,210.2,1,1,1,579000,624.577,1,0,0,0,262.9,-113.5356048,53.41324599
4917,5100102,98.18,1,1,0,306500,582.265,1,0,0,1,165.33,-113.3950182,53.57614615
4918,5099445,97.27,1,1,0,297000,581.937,1,0,0,1,146.18,-113.3952922,53.57569149
4919,5100078,96.68,1,1,0,293500,513.206,1,0,0,1,141.57,-113.3952662,53.5761474
4920,5100045,96.08,1,1,0,291000,513.184,1,0,0,1,131.85,-113.3954961,53.57614632
4921,5100011,94.88,1,1,1,297000,513.111,1,0,0,1,139.77,-113.395726,53.57614748
4922,5099536,77.12,1,1,0,263500,512.964,1,0,0,1,126.03,-113.3959983,53.57569057
4923,5099981,84.8,1,1,0,285500,513.191,1,0,0,1,144.43,-113.3959558,53.57614639
4924,5099569,77.12,0,0,0,229500,513.007,1,0,0,1,77.12,-113.3962283,53.57568948
4925,5099957,99.72,1,1,1,303000,513.168,1,0,0,1,127.78,-113.3961858,53.57614531
4926,5099593,77.12,1,1,0,267500,512.966,1,0,0,1,134.79,-113.3964583,53.5756884
4927,5099924,83.6,1,1,0,273000,513.113,1,0,0,1,110.61,-113.3964156,53.57614647
4928,5099627,83.6,1,1,0,272500,538.597,1,0,1,1,106.17,-113.3967095,53.57568966
4929,5099890,90.95,1,1,0,292000,584.852,1,0,0,1,139.86,-113.3966639,53.57614547
4930,5099650,84.6,1,1,0,280000,617.649,1,0,0,1,117.43,-113.3970225,53.57564856
4931,5099684,83.6,1,1,0,290500,784.517,1,0,0,1,132.51,-113.3972619,53.57566998
4932,2297638,96.38,1,1,0,296000,538.983,1,0,0,1,123.39,-113.531077,53.59774569
4933,2298032,91.64,1,1,0,328500,539.167,1,0,0,1,120.45,-113.5305426,53.5977436
4934,2296903,96.38,1,1,0,321000,605.892,1,0,0,1,151.99,-113.5310925,53.59812765
4935,2298016,96.38,1,1,0,338000,661.896,1,0,0,1,149.67,-113.5305188,53.5981299
4936,6826580,111.08,1,1,1,359500,1043.803,1,0,0,1,173.49,-113.5316198,53.60713584
4937,6826606,126.92,0,1,1,358500,645.821,1,0,0,1,171.81,-113.5317254,53.6073654
4938,6826622,114.5,0,1,1,340500,586.206,1,0,0,1,155.37,-113.5317785,53.60752286
4939,6826648,113.34,1,1,0,342000,554.31,1,0,0,1,179.77,-113.5317958,53.60766221
4940,6826663,129.29,0,1,1,350500,520.818,1,0,0,1,186.96,-113.5318132,53.60779706
4941,10482596,0.0,0,0,0,140000,399.075,0,0,0,4,0.0,-113.5311019,53.63490468
4942,10482597,160.5,0,1,1,195000,375.188,1,0,0,1,201.3,-113.5311019,53.63501251
4943,10482598,165.6,0,1,1,170500,375.206,1,0,0,1,202.6,-113.531102,53.63511136
4944,10482599,194.0,0,1,1,333000,375.223,1,0,0,1,232.8,-113.5311021,53.6352102
4945,5100136,96.68,1,1,0,302500,581.254,1,0,0,1,136.83,-113.3950169,53.57650558
4946,5097423,96.8,0,1,0,300500,602.37,1,0,0,1,150.09,-113.3951025,53.57697104
4947,5100169,77.12,1,1,0,267500,514.501,1,0,0,1,126.03,-113.3952642,53.57650459
4948,5097399,98.2,0,1,0,297500,557.126,1,0,0,1,147.11,-113.395344,53.57697226
4949,5100193,96.08,1,1,0,297000,514.552,1,0,0,1,149.01,-113.3954943,53.5765035
4950,5097332,96.08,1,1,0,314500,557.124,1,0,0,1,163.23,-113.3958039,53.57697234
4951,5097308,96.26,1,1,0,316500,557.028,1,0,0,1,187.93,-113.3960339,53.57697125
4952,5100276,96.08,1,1,0,294500,514.602,1,0,0,1,134.79,-113.3961844,53.57650474
4953,5097274,83.6,1,1,0,294000,557.173,1,0,0,1,132.51,-113.3962638,53.57697241
4954,5100334,100.98,1,1,0,310000,585.343,1,0,0,1,168.13,-113.3966621,53.57650491
4955,5097217,96.68,1,1,0,309000,557.16,1,0,0,1,133.53,-113.3967237,53.57697249
4956,5097183,97.98,1,1,0,329500,557.038,1,0,1,1,183.74,-113.3969537,53.5769714
4957,5097159,93.95,1,1,0,302000,557.14,1,0,0,1,138.84,-113.3971836,53.57697256
4958,5097126,93.95,1,1,0,312000,608.64,1,0,0,1,142.86,-113.3974283,53.57697379
4959,5096268,102.18,1,1,0,309000,576.504,1,0,0,1,146.71,-113.3988238,53.57655622
4960,5096292,99.2,1,1,0,308000,576.552,1,0,0,1,148.11,-113.3994857,53.57655506
4961,5086574,113.75,1,1,1,351000,576.5,1,0,0,1,182.37,-113.4034331,53.57655234
4962,5085865,160.66,1,1,1,387000,455.673,1,0,0,1,198.94,-113.4054878,53.57690853
4963,5085840,176.71,1,1,1,427500,451.531,1,0,0,1,217.67,-113.4057746,53.57690995
4964,5079942,138.3,1,1,1,434000,545.072,1,0,0,1,182.9,-113.4071827,53.57686302
4965,5110812,106.28,0,1,0,341500,583.086,1,0,0,1,173.44,-113.4087238,53.57686616
4966,5081260,102.44,0,1,0,319500,460.646,1,0,0,1,130.88,-113.4128138,53.57690202
4967,5081484,102.23,1,1,0,327000,450.961,1,0,0,1,150.87,-113.413476,53.57690078
4968,3770518,147.59,0,1,0,376500,465.012,1,0,0,1,184.8,-113.4143525,53.57690058
4969,4750139,110.6,1,1,0,315000,571.847,1,0,0,1,149.64,-113.4188568,53.57654738
4970,4755385,73.94,1,0,0,243500,551.823,1,0,0,1,73.94,-113.4195537,53.57686078
4971,4750725,97.46,1,1,0,305500,557.585,1,0,0,1,146.37,-113.4204231,53.5765415
4972,4755039,106.76,0,1,0,308000,552.683,1,0,0,1,151.29,-113.4204234,53.5768605
4973,4750428,96.38,0,1,0,294500,558.073,1,0,0,1,145.29,-113.4210809,53.57654468
4974,4755260,118.91,1,1,0,329000,552.663,1,0,0,1,165.81,-113.4210813,53.57686369
4975,4751095,104.66,0,1,0,307500,559.104,1,0,0,1,162.33,-113.4219503,53.5765444
4976,4754743,135.59,1,1,1,360000,552.628,1,0,0,1,182.49,-113.421951,53.5768634
4977,4750766,102.7,1,1,0,316000,559.606,1,0,0,1,143.57,-113.4226081,53.57654757
4978,4754974,114.35,1,1,0,329000,614.326,1,0,0,1,155.22,-113.4226089,53.57687556
4979,4751285,103.7,1,1,1,315500,561.018,1,0,0,1,154.07,-113.4234783,53.57654728
4980,4754479,110.4,1,1,0,333500,552.652,1,0,0,1,155.29,-113.4234786,53.57686628
4981,4754693,179.33,1,0,0,342000,552.614,1,0,0,1,179.33,-113.4241366,53.57686945
4982,4754446,1.0,0,0,0,445500,1119.081,1,0,0,5,1.0,-113.425664,53.57693969
4983,4753984,106.1,0,1,0,291500,557.197,1,0,0,1,141.87,-113.4266785,53.57694231
4984,4753968,97.85,1,1,0,286500,557.179,1,0,0,1,131.43,-113.4270466,53.57694408
4985,4753729,104.3,1,1,0,303000,585.064,1,0,0,1,141.15,-113.4279281,53.5769438
4986,4753711,96.6,1,1,0,292000,538.632,1,0,0,1,137.47,-113.4282107,53.57694515
4987,4753695,97.0,0,1,0,271500,436.478,1,0,0,1,132.77,-113.4284523,53.57694631
4988,4753687,75.8,1,1,0,248000,436.493,1,0,0,1,104.61,-113.4286686,53.57694734
4989,4753620,96.6,1,0,0,280000,556.492,1,0,0,1,96.6,-113.4302479,53.57688074
4990,4720298,108.44,1,1,1,380000,598.434,1,0,0,1,179.98,-113.436363,53.57689622
4991,4708111,141.34,0,1,1,392000,565.343,1,0,0,1,198.6,-113.4363651,53.57657274
4992,1155621,119.0,1,1,0,285500,348.432,1,0,0,1,149.3,-113.4603362,53.57690792
4993,1155605,119.0,1,1,0,283500,348.347,1,0,0,1,149.3,-113.4606815,53.57690498
4994,4842605,312.85,0,1,0,640500,696.559,1,0,1,1,395.69,-113.4612911,53.57654829
4995,4842712,94.82,1,1,0,291000,697.153,1,0,0,1,162.26,-113.4612913,53.57690773
4996,4830816,288.04,1,1,0,541500,686.061,1,0,0,1,344.28,-113.4641906,53.57654783
4997,4823308,121.1,1,1,1,379000,696.467,1,0,0,1,183.15,-113.466031,53.57654707
4998,4823217,119.0,1,1,0,279000,337.754,1,0,0,1,148.6,-113.465859,53.57690574
4999,4823191,119.0,1,1,0,273000,348.291,1,0,0,1,148.6,-113.4662043,53.57690279
5000,4944708,122.76,1,1,0,378500,695.172,1,0,0,1,207.44,-113.4695823,53.5765449
5001,9949467,88.82,0,1,0,243000,338.515,1,0,0,1,113.67,-113.4702592,53.57690284
5002,9949468,88.82,1,1,0,257500,356.866,1,0,0,1,113.67,-113.4700551,53.57690194
5003,4953709,209.62,0,1,1,454000,696.899,1,0,0,1,289.62,-113.4713597,53.57690322
5004,4942603,366.12,0,1,0,811000,696.427,1,0,0,1,429.48,-113.4713589,53.57654827
5005,4951919,213.74,0,1,1,460000,696.991,1,0,0,1,323.24,-113.472142,53.57690218
5006,9969236,100.01,1,1,0,266000,312.48,1,0,0,1,124.1,-113.4729438,53.57690122
5007,9969235,100.01,1,1,0,263000,385.42,1,0,0,1,124.1,-113.4732894,53.57690274
5008,4956751,180.41,1,1,0,443500,697.174,1,0,0,1,232.97,-113.4749141,53.5769009
5009,3007440,121.14,1,1,1,290500,348.913,1,0,1,1,150.37,-113.4755236,53.57690357
5010,3007432,121.14,1,1,1,283500,348.307,1,0,1,1,150.37,-113.4758684,53.57690059
5011,4936407,191.6,1,0,0,471000,696.753,1,0,0,1,191.6,-113.4766882,53.57654474
5012,4958609,121.94,1,1,0,332000,622.051,1,0,0,1,170.85,-113.4791642,53.5769015
5013,6027700,160.0,0,0,0,268500,375.834,1,0,0,1,160.0,-113.482271,53.57676223
5014,6026405,85.45,1,0,0,192500,478.349,1,0,0,1,85.45,-113.4838228,53.57677343
5015,6013700,98.27,0,1,0,191500,599.125,1,0,0,1,118.62,-113.4868916,53.57646313
5016,6022206,76.52,1,1,0,248000,347.054,1,0,0,1,104.12,-113.4882249,53.57687546
5017,6022107,74.72,1,1,0,243500,504.402,1,0,0,1,112.34,-113.4884056,53.57687623
5018,6022008,89.2,1,1,0,338500,504.337,1,0,0,1,142.49,-113.4886196,53.57687715
5019,6021216,73.58,0,1,0,180000,404.085,1,0,0,1,102.39,-113.4893177,53.57676556
5020,6020309,0.0,0,0,0,140000,403.971,0,0,0,4,0.0,-113.4899851,53.57676391
5021,6179808,138.84,1,1,0,362500,649.335,1,0,0,1,187.75,-113.4932084,53.5769124
5022,6170302,293.46,1,1,0,516500,696.005,1,0,0,1,337.99,-113.4968657,53.57690986
5023,9983465,171.9,1,1,1,793000,4042.227,1,1,0,2,335.9,-113.6408048,53.57739939
5024,4087649,131.1,0,1,0,657500,4043.231,1,0,0,2,201.91,-113.6419395,53.57640536
5025,4025839,108.02,1,0,0,534000,4045.336,1,0,0,2,239.6,-113.6429751,53.5774014
5026,4087656,0.0,0,0,0,386500,4044.196,1,0,0,2,305.04,-113.6425729,53.57640725
5027,4087664,214.2,1,1,1,774500,4044.1,1,0,0,2,292.2,-113.6432062,53.5764069
5028,4026258,109.8,1,1,1,615000,3907.812,1,0,0,2,163.3,-113.6444402,53.57640832
5029,9940042,144.6,0,1,0,584500,4048.19,1,0,0,2,253.9,-113.644422,53.57740121
5030,9940043,150.9,1,1,1,688500,4043.514,1,0,0,2,290.87,-113.6451459,53.57739887
5031,4026266,521.7,0,1,1,1221500,4322.164,1,0,0,2,678.82,-113.645084,53.57640574
5032,9940044,240.3,0,1,1,827500,4044.073,1,0,0,2,340.6,-113.645869,53.57740101
5033,4084810,120.0,1,1,1,654500,4044.43,1,0,0,2,206.2,-113.6457388,53.57640768
5034,4076659,123.71,0,1,1,516500,4043.407,1,0,0,2,172.62,-113.6465922,53.57739866
5035,4084828,275.8,0,1,1,879000,4045.684,1,0,1,2,356.0,-113.6463723,53.57640731
5036,4076667,208.1,0,1,1,693000,4043.259,1,0,0,2,236.91,-113.6473157,53.57740079
5037,1114529,0.0,0,0,0,340500,12135.684,0,0,0,4,0.0,-113.6482726,53.57640842
5038,4076675,129.0,0,1,0,645000,4046.392,1,0,0,2,193.1,-113.6480392,53.57740068
5039,9946897,118.4,0,1,0,503500,4042.111,1,0,0,2,180.8,-113.6487624,53.57740055
5040,9985712,200.5,0,1,1,863000,4044.715,1,0,0,2,396.0,-113.6497016,53.57655639
5041,9946899,204.0,0,1,0,589000,4047.128,1,0,0,2,353.0,-113.6502085,53.5774003
5042,7869118,110.93,1,1,1,491500,672.928,1,0,0,0,164.22,-113.5436007,53.47696608
5043,7869092,117.92,1,1,1,545000,586.848,1,0,0,0,158.79,-113.5435976,53.47715927
5044,7869530,153.69,1,1,1,580500,758.097,1,0,0,0,202.6,-113.5445048,53.4772481
5045,7869548,100.52,1,1,1,459000,744.004,1,0,0,0,133.35,-113.5445183,53.47739193
5046,7869068,108.8,1,1,1,489000,697.557,1,0,0,0,163.84,-113.5436061,53.4774873
5047,7869571,262.6,1,1,1,762500,623.104,1,0,0,0,310.9,-113.5446093,53.47753156
5048,7869050,117.92,1,1,1,503000,695.534,1,0,0,0,166.83,-113.5437274,53.47762705
5049,7869605,96.25,1,1,0,449500,604.734,1,0,0,0,149.54,-113.5449164,53.47765854
5050,7869043,146.37,0,1,1,465000,612.391,1,0,0,0,173.89,-113.5439759,53.47774931
5051,7869621,96.38,1,1,1,460500,562.583,1,0,0,0,141.27,-113.5450496,53.47780731
5052,7869019,137.97,1,1,1,450500,553.839,1,0,1,0,178.84,-113.5441593,53.47786682
5053,7869654,90.02,1,1,1,421500,572.967,1,0,0,0,114.81,-113.5452753,53.47787332
5054,7868995,133.0,1,1,1,456000,561.851,1,0,0,0,161.81,-113.5443172,53.47797975
5055,7868979,108.63,1,1,1,473500,610.335,1,0,0,0,157.54,-113.5444857,53.4781062
5056,7868961,103.64,1,1,1,499500,602.601,1,0,0,0,156.93,-113.5446839,53.47821928
5057,7868946,109.18,1,1,0,476000,571.834,1,0,0,0,162.47,-113.5449133,53.47828306
5058,7868938,96.38,1,1,1,450500,571.901,1,0,0,0,146.75,-113.5451272,53.47836924
5059,7868912,109.18,1,1,0,460500,571.858,1,0,0,0,137.99,-113.545341,53.47845542
5060,7870553,137.93,1,1,1,464500,691.676,1,0,0,0,194.88,-113.546988,53.47913563
5061,7872773,104.39,1,1,1,508500,646.482,1,0,0,0,162.06,-113.5476576,53.47878996
5062,7872757,140.16,1,1,1,460500,636.389,1,0,0,0,202.1,-113.5478873,53.47887395
5063,7870504,107.06,1,1,0,508000,660.931,1,0,0,0,155.97,-113.5474285,53.47935746
5064,7872740,104.78,1,1,0,464500,598.005,1,0,0,0,149.31,-113.5480684,53.47901392
5065,7870496,96.38,1,1,1,487500,610.861,1,0,0,0,145.29,-113.5475789,53.47947036
5066,7872724,102.62,1,1,1,494500,611.122,1,0,0,0,143.49,-113.5482168,53.4791313
5067,7870470,96.38,1,1,0,453500,618.927,1,0,0,0,145.29,-113.5477192,53.47957872
5068,7870462,104.78,1,1,1,503500,668.496,1,0,0,0,145.65,-113.5478838,53.47967819
5069,7872690,96.38,1,1,1,460500,628.535,1,0,0,0,149.31,-113.5485351,53.47935266
5070,10277561,171.6,0,0,1,181500,470.847,1,0,0,1,171.6,-113.5314434,53.63042207
5071,10277563,159.7,0,1,1,427000,439.042,1,0,0,1,198.5,-113.5314437,53.63061976
5072,10385957,190.5,0,1,1,473000,438.267,1,0,0,1,235.7,-113.5314445,53.63071861
5073,10385958,224.2,1,1,1,563500,438.154,1,0,0,1,263.8,-113.5314446,53.63081746
5074,10385959,201.9,0,1,1,488500,469.887,1,0,0,1,246.4,-113.5314446,53.63092529
5075,10385936,0.0,0,0,0,149000,342.379,0,0,0,4,0.0,-113.5330635,53.63332185
5076,10385937,188.2,1,1,0,514500,353.389,1,1,0,1,232.8,-113.5330688,53.63341622
5077,10385938,190.5,0,1,1,486500,353.529,1,0,0,1,231.5,-113.5330679,53.63350608
5078,10385939,212.8,0,1,1,315500,353.625,1,0,0,1,259.6,-113.5330668,53.63360043
5079,10385940,184.1,0,1,1,344500,353.646,1,0,0,1,222.3,-113.5330657,53.63369477
5080,10385941,176.3,0,1,1,185500,353.615,1,0,0,1,217.5,-113.5330647,53.63378912
5081,10385942,239.4,1,1,1,595000,399.243,1,0,0,1,281.5,-113.5330636,53.63388796
5082,10013057,139.8,0,1,1,395000,340.809,1,0,0,0,177.01,-113.5323456,53.41600551
5083,10013058,111.4,0,1,0,356000,318.819,1,0,0,0,152.27,-113.5324789,53.4159611
5084,10013059,116.6,0,1,1,362000,301.33,1,0,0,0,157.4,-113.5325705,53.41590305
5085,10013060,116.7,0,1,0,362500,318.708,1,0,0,0,157.57,-113.5326622,53.415845
5086,10013061,137.9,1,1,1,405000,314.994,1,0,0,0,179.38,-113.5327558,53.41578695
5087,10013063,124.6,1,1,1,394000,315.01,1,0,0,0,165.47,-113.5329433,53.41566637
5088,10013064,129.4,0,1,1,383000,318.867,1,0,0,0,170.27,-113.5330369,53.41560833
5089,10013076,143.0,0,1,1,446500,559.078,1,0,0,0,238.1,-113.5333798,53.41597136
5090,10013065,139.4,0,1,1,396000,318.874,1,0,0,0,180.27,-113.5331312,53.41555029
5091,10013075,133.4,0,1,1,406500,436.131,1,0,0,0,182.31,-113.5335751,53.41596314
5092,10013066,138.1,1,1,1,410000,318.881,1,0,0,0,175.3,-113.5332255,53.41548775
5093,10013074,139.3,0,1,1,403000,400.943,1,0,0,0,180.17,-113.5337787,53.41593473
5094,10013073,115.1,0,1,1,370500,374.148,1,0,0,0,155.3,-113.5339575,53.41593318
5095,10013072,112.5,0,1,1,373500,432.271,1,0,0,0,153.37,-113.5341165,53.41594503
5096,10013069,124.6,0,1,1,381000,357.947,1,0,0,0,161.8,-113.5335169,53.41531815
5097,10013070,112.9,0,1,1,387000,555.11,1,0,0,0,161.81,-113.5337634,53.41534158
5098,5112057,137.48,0,1,1,359000,561.346,1,0,0,1,199.89,-113.3950905,53.5773147
5099,5112081,116.32,0,1,1,334000,557.384,1,0,0,1,173.99,-113.3955965,53.57735544
5100,5112099,111.04,1,1,1,368000,557.329,1,0,1,1,178.2,-113.3958265,53.57735661
5101,5112115,116.32,0,1,1,334000,557.31,1,0,0,1,173.99,-113.3960566,53.57735777
5102,5112149,122.86,0,1,1,359500,582.926,1,0,0,1,176.15,-113.3965487,53.57735576
5103,5112156,115.46,0,1,1,336500,541.435,1,0,0,1,182.62,-113.396785,53.5773255
5104,5112172,115.99,0,1,1,342000,674.38,1,0,0,1,173.66,-113.3970674,53.57733366
5105,5112180,125.48,0,1,1,355000,745.457,1,0,0,1,183.15,-113.3973642,53.57736661
