,build_year_mbc
22767,24.0
22768,25.0
22769,24.0
22770,25.0
22771,21.0
22772,23.0
22773,27.0
22774,27.0
22775,22.0
22776,22.0
22777,21.0
22778,21.0
22779,21.0
22780,21.0
22781,21.0
22782,21.0
22783,21.0
22784,21.0
22785,21.0
22786,20.0
22787,21.0
22788,20.0
22789,21.0
22790,34.151212518231034
22791,34.151212518231034
22792,34.151212518231034
22793,34.151212518231034
22794,34.151212518231034
22795,34.151212518231034
22796,34.151212518231034
22797,34.151212518231034
22798,28.0
22799,28.0
22800,28.0
22801,28.0
22802,28.0
22803,26.0
22804,28.0
22805,27.0
22806,27.0
22807,9.0
22808,26.0
22809,9.0
22810,26.0
22811,24.0
22812,28.0
22813,28.0
22814,34.151212518231034
22815,24.0
22816,34.151212518231034
22817,24.0
22818,26.0
22819,34.151212518231034
22820,34.151212518231034
22821,28.0
22822,28.0
22823,67.0
22824,67.0
22825,64.0
22826,67.0
22827,67.0
22828,82.0
22829,65.0
22830,63.0
22831,63.0
22832,36.0
22833,34.151212518231034
22834,69.0
22835,67.0
22836,67.0
22837,67.0
22838,67.0
22839,67.0
22840,67.0
22841,67.0
22842,67.0
22843,9.0
22844,64.0
22845,64.0
22846,66.0
22847,66.0
22848,67.0
22849,67.0
22850,29.0
22851,65.0
22852,11.0
22853,66.0
22854,46.0
22855,47.0
22856,47.0
22857,47.0
22858,48.0
22859,48.0
22860,48.0
22861,48.0
22862,48.0
22863,48.0
22864,48.0
22865,48.0
22866,48.0
22867,48.0
22868,48.0
22869,48.0
22870,48.0
22871,48.0
22872,48.0
22873,48.0
22874,48.0
22875,48.0
22876,48.0
22877,48.0
22878,48.0
22879,48.0
22880,48.0
22881,48.0
22882,48.0
22883,48.0
22884,48.0
22885,48.0
22886,47.0
22887,48.0
22888,48.0
22889,57.0
22890,60.0
22891,56.0
22892,56.0
22893,57.0
22894,61.0
22895,56.0
22896,56.0
22897,56.0
22898,52.0
22899,57.0
22900,56.0
22901,56.0
22902,56.0
22903,56.0
22904,57.0
22905,63.0
22906,61.0
22907,63.0
22908,63.0
22909,62.0
22910,61.0
22911,63.0
22912,62.0
22913,63.0
22914,63.0
22915,61.0
22916,61.0
22917,61.0
22918,61.0
22919,32.0
22920,30.0
22921,34.0
22922,32.0
22923,33.0
22924,34.0
22925,33.0
22926,34.0
22927,33.0
22928,34.0
22929,33.0
22930,32.0
22931,32.0
22932,34.0
22933,32.0
22934,33.0
22935,33.0
22936,33.0
22937,33.0
22938,32.0
22939,28.0
22940,32.0
22941,26.0
22942,27.0
22943,25.0
22944,27.0
22945,28.0
22946,29.0
22947,29.0
22948,28.0
22949,21.0
22950,21.0
22951,20.0
22952,22.0
22953,21.0
22954,20.0
22955,19.0
22956,19.0
22957,20.0
22958,20.0
22959,20.0
22960,20.0
22961,19.0
22962,20.0
22963,20.0
22964,20.0
22965,20.0
22966,20.0
22967,10.0
22968,10.0
22969,10.0
22970,10.0
22971,10.0
22972,10.0
22973,10.0
22974,10.0
22975,34.151212518231034
22976,34.151212518231034
22977,34.151212518231034
22978,34.151212518231034
22979,34.151212518231034
22980,34.151212518231034
22981,34.151212518231034
22982,34.151212518231034
22983,34.151212518231034
22984,34.151212518231034
22985,34.151212518231034
22986,34.151212518231034
22987,34.151212518231034
22988,34.151212518231034
22989,35.0
22990,45.0
22991,45.0
22992,45.0
22993,44.0
22994,44.0
22995,32.0
22996,40.0
22997,44.0
22998,43.0
22999,44.0
23000,44.0
23001,38.0
23002,44.0
23003,44.0
23004,44.0
23005,44.0
23006,43.0
23007,42.0
23008,44.0
23009,43.0
23010,44.0
23011,39.0
23012,42.0
23013,44.0
23014,44.0
23015,44.0
23016,43.0
23017,44.0
23018,40.0
23019,44.0
23020,44.0
23021,44.0
23022,44.0
23023,46.0
23024,47.0
23025,47.0
23026,47.0
23027,46.0
23028,47.0
23029,46.0
23030,47.0
23031,44.0
23032,47.0
23033,58.0
23034,59.0
23035,60.0
23036,60.0
23037,60.0
23038,60.0
23039,60.0
23040,60.0
23041,60.0
23042,60.0
23043,60.0
23044,58.0
23045,61.0
23046,60.0
23047,27.0
23048,61.0
23049,58.0
23050,61.0
23051,58.0
23052,61.0
23053,55.0
23054,57.0
23055,59.0
23056,55.0
23057,61.0
23058,61.0
23059,56.0
23060,20.0
23061,20.0
23062,20.0
23063,20.0
23064,20.0
23065,19.0
23066,20.0
23067,19.0
23068,20.0
23069,20.0
23070,11.0
23071,12.0
23072,11.0
23073,11.0
23074,10.0
23075,12.0
23076,12.0
23077,12.0
23078,11.0
23079,11.0
23080,10.0
23081,10.0
23082,11.0
23083,11.0
23084,11.0
23085,10.0
23086,11.0
23087,11.0
23088,11.0
23089,10.0
23090,12.0
23091,10.0
23092,10.0
23093,11.0
23094,12.0
23095,12.0
23096,11.0
23097,12.0
23098,11.0
23099,11.0
23100,12.0
23101,11.0
23102,73.0
23103,63.0
23104,64.0
23105,65.0
23106,60.0
23107,58.0
23108,58.0
23109,48.0
23110,58.0
23111,59.0
23112,62.0
23113,62.0
23114,63.0
23115,63.0
23116,62.0
23117,62.0
23118,62.0
23119,62.0
23120,62.0
23121,62.0
23122,62.0
23123,62.0
23124,62.0
23125,62.0
23126,62.0
23127,62.0
23128,58.0
23129,51.0
23130,56.0
23131,63.0
23132,60.0
23133,62.0
23134,59.0
23135,63.0
23136,62.0
23137,62.0
23138,10.0
23139,11.0
23140,10.0
23141,11.0
23142,10.0
23143,10.0
23144,10.0
23145,10.0
23146,11.0
23147,11.0
23148,11.0
23149,11.0
23150,10.0
23151,10.0
23152,10.0
23153,10.0
23154,11.0
23155,11.0
23156,9.0
23157,9.0
23158,9.0
23159,9.0
23160,9.0
23161,9.0
23162,9.0
23163,9.0
23164,9.0
23165,9.0
23166,8.0
23167,8.0
23168,34.151212518231034
23169,9.0
23170,8.0
23171,8.0
23172,8.0
23173,8.0
23174,9.0
23175,34.151212518231034
23176,8.0
23177,34.151212518231034
23178,9.0
23179,8.0
23180,9.0
23181,34.151212518231034
23182,34.151212518231034
23183,34.151212518231034
23184,8.0
23185,34.151212518231034
23186,8.0
23187,34.151212518231034
23188,8.0
23189,34.151212518231034
23190,8.0
23191,8.0
23192,34.151212518231034
23193,34.151212518231034
23194,8.0
23195,34.151212518231034
23196,8.0
23197,8.0
23198,12.0
23199,12.0
23200,12.0
23201,12.0
23202,12.0
23203,12.0
23204,12.0
23205,12.0
23206,12.0
23207,34.151212518231034
23208,12.0
23209,12.0
23210,10.0
23211,8.0
23212,9.0
23213,9.0
23214,8.0
23215,9.0
23216,10.0
23217,14.0
23218,14.0
23219,14.0
23220,14.0
23221,13.0
23222,13.0
23223,13.0
23224,13.0
23225,15.0
23226,13.0
23227,13.0
23228,14.0
23229,13.0
23230,12.0
23231,13.0
23232,14.0
23233,13.0
23234,13.0
23235,13.0
23236,13.0
23237,13.0
23238,13.0
23239,14.0
23240,13.0
23241,13.0
23242,13.0
23243,15.0
23244,15.0
23245,15.0
23246,15.0
23247,13.0
23248,15.0
23249,16.0
23250,15.0
23251,16.0
23252,16.0
23253,17.0
23254,16.0
23255,17.0
23256,17.0
23257,16.0
23258,17.0
23259,17.0
23260,17.0
23261,17.0
23262,17.0
23263,16.0
23264,16.0
23265,17.0
23266,17.0
23267,16.0
23268,17.0
23269,17.0
23270,16.0
23271,17.0
23272,17.0
23273,16.0
23274,17.0
23275,16.0
23276,17.0
23277,17.0
23278,8.0
23279,8.0
23280,8.0
23281,8.0
23282,34.151212518231034
23283,24.0
23284,39.0
23285,66.0
23286,66.0
23287,66.0
23288,66.0
23289,65.0
23290,66.0
23291,66.0
23292,66.0
23293,66.0
23294,66.0
23295,66.0
23296,66.0
23297,66.0
23298,66.0
23299,66.0
23300,63.0
23301,66.0
23302,66.0
23303,66.0
23304,66.0
23305,66.0
23306,66.0
23307,66.0
23308,66.0
23309,65.0
23310,66.0
23311,66.0
23312,66.0
23313,66.0
23314,66.0
23315,66.0
23316,66.0
23317,44.0
23318,44.0
23319,44.0
23320,44.0
23321,43.0
23322,44.0
23323,48.0
23324,48.0
23325,48.0
23326,48.0
23327,48.0
23328,48.0
23329,48.0
23330,48.0
23331,48.0
23332,47.0
23333,48.0
23334,48.0
23335,48.0
23336,48.0
23337,48.0
23338,48.0
23339,47.0
23340,47.0
23341,47.0
23342,48.0
23343,48.0
23344,48.0
23345,48.0
23346,48.0
23347,48.0
23348,48.0
23349,48.0
23350,58.0
23351,60.0
23352,56.0
23353,60.0
23354,59.0
23355,60.0
23356,59.0
23357,60.0
23358,60.0
23359,59.0
23360,59.0
23361,56.0
23362,58.0
23363,50.0
23364,43.0
23365,59.0
23366,61.0
23367,55.0
23368,55.0
23369,50.0
23370,55.0
23371,55.0
23372,55.0
23373,55.0
23374,54.0
23375,55.0
23376,55.0
23377,53.0
23378,53.0
23379,53.0
23380,53.0
23381,32.0
23382,32.0
23383,32.0
23384,32.0
23385,32.0
23386,32.0
23387,32.0
23388,32.0
23389,29.0
23390,32.0
23391,32.0
23392,32.0
23393,32.0
23394,32.0
23395,30.0
23396,30.0
23397,31.0
23398,12.0
23399,12.0
23400,12.0
23401,12.0
23402,12.0
23403,11.0
23404,11.0
23405,11.0
23406,11.0
23407,11.0
23408,34.151212518231034
23409,34.151212518231034
23410,34.151212518231034
23411,34.151212518231034
23412,34.151212518231034
23413,34.151212518231034
23414,34.151212518231034
23415,34.151212518231034
23416,34.151212518231034
23417,34.151212518231034
23418,34.151212518231034
23419,34.151212518231034
23420,34.151212518231034
23421,34.151212518231034
23422,34.151212518231034
23423,34.151212518231034
23424,34.151212518231034
23425,34.151212518231034
23426,34.151212518231034
23427,57.0
23428,57.0
23429,57.0
23430,56.0
23431,57.0
23432,69.0
23433,56.0
23434,54.0
23435,54.0
23436,64.0
23437,52.0
23438,66.0
23439,67.0
23440,66.0
23441,66.0
23442,67.0
23443,66.0
23444,66.0
23445,66.0
23446,65.0
23447,66.0
23448,66.0
23449,66.0
23450,66.0
23451,66.0
23452,66.0
23453,66.0
23454,55.0
23455,55.0
23456,54.0
23457,55.0
23458,55.0
23459,51.0
23460,55.0
23461,55.0
23462,54.0
23463,55.0
23464,55.0
23465,55.0
23466,53.0
23467,55.0
23468,54.0
23469,55.0
23470,55.0
23471,54.0
23472,55.0
23473,55.0
23474,55.0
23475,55.0
23476,55.0
23477,55.0
23478,55.0
23479,55.0
23480,53.0
23481,50.0
23482,37.0
23483,39.0
23484,36.0
23485,37.0
23486,15.0
23487,15.0
23488,15.0
23489,15.0
23490,15.0
23491,60.0
23492,61.0
23493,54.0
23494,34.151212518231034
23495,57.0
23496,13.0
23497,12.0
23498,13.0
23499,13.0
23500,13.0
23501,13.0
23502,11.0
23503,13.0
23504,12.0
23505,11.0
23506,11.0
23507,11.0
23508,11.0
23509,11.0
23510,11.0
23511,11.0
23512,11.0
23513,34.151212518231034
23514,34.151212518231034
23515,34.151212518231034
23516,34.151212518231034
23517,8.0
23518,8.0
23519,8.0
23520,8.0
23521,8.0
23522,8.0
23523,8.0
23524,8.0
23525,34.151212518231034
23526,8.0
23527,34.151212518231034
23528,8.0
23529,34.151212518231034
23530,8.0
23531,34.151212518231034
23532,8.0
23533,34.151212518231034
23534,34.151212518231034
23535,19.0
23536,19.0
23537,18.0
23538,19.0
23539,19.0
23540,19.0
23541,19.0
23542,19.0
23543,18.0
23544,18.0
23545,19.0
23546,19.0
23547,19.0
23548,32.0
23549,32.0
23550,39.0
23551,32.0
23552,39.0
23553,32.0
23554,39.0
23555,39.0
23556,32.0
23557,32.0
23558,40.0
23559,32.0
23560,39.0
23561,32.0
23562,37.0
23563,40.0
23564,71.0
23565,43.0
23566,64.0
23567,66.0
23568,70.0
23569,59.0
23570,70.0
23571,65.0
23572,14.0
23573,66.0
23574,64.0
23575,70.0
23576,69.0
23577,65.0
23578,69.0
23579,64.0
23580,64.0
23581,64.0
23582,15.0
23583,15.0
23584,63.0
23585,65.0
23586,65.0
23587,61.0
23588,64.0
23589,63.0
23590,65.0
23591,64.0
23592,64.0
23593,64.0
23594,63.0
23595,65.0
23596,64.0
23597,18.0
23598,20.0
23599,20.0
23600,20.0
23601,20.0
23602,20.0
23603,19.0
23604,20.0
23605,19.0
23606,20.0
23607,20.0
23608,12.0
23609,17.0
23610,17.0
23611,17.0
23612,17.0
23613,17.0
23614,15.0
23615,15.0
23616,15.0
23617,15.0
23618,15.0
23619,15.0
23620,15.0
23621,15.0
23622,15.0
23623,14.0
23624,12.0
23625,12.0
23626,12.0
23627,12.0
23628,11.0
23629,11.0
23630,11.0
23631,12.0
23632,10.0
23633,10.0
23634,10.0
23635,11.0
23636,11.0
23637,10.0
23638,37.0
23639,36.0
23640,35.0
23641,31.0
23642,31.0
23643,31.0
23644,29.0
23645,31.0
23646,31.0
23647,31.0
23648,31.0
23649,30.0
23650,31.0
23651,31.0
23652,33.0
23653,33.0
23654,33.0
23655,33.0
23656,33.0
23657,33.0
23658,33.0
23659,33.0
23660,33.0
23661,33.0
23662,33.0
23663,30.0
23664,30.0
23665,30.0
23666,30.0
23667,51.0
23668,53.0
23669,53.0
23670,53.0
23671,53.0
23672,53.0
23673,52.0
23674,50.0
23675,53.0
23676,53.0
23677,53.0
23678,53.0
23679,53.0
23680,53.0
23681,52.0
23682,33.0
23683,33.0
23684,33.0
23685,33.0
23686,33.0
23687,33.0
23688,33.0
23689,31.0
23690,29.0
23691,31.0
23692,30.0
23693,31.0
23694,31.0
23695,31.0
23696,31.0
23697,31.0
23698,30.0
23699,31.0
23700,31.0
23701,29.0
23702,33.0
23703,32.0
23704,33.0
23705,33.0
23706,32.0
23707,33.0
23708,33.0
23709,33.0
23710,32.0
23711,33.0
23712,33.0
23713,30.0
23714,30.0
23715,28.0
23716,29.0
23717,28.0
23718,50.0
23719,52.0
23720,50.0
23721,53.0
23722,66.0
23723,67.0
23724,64.0
23725,66.0
23726,67.0
23727,67.0
23728,67.0
23729,67.0
23730,67.0
23731,67.0
23732,67.0
23733,67.0
23734,67.0
23735,63.0
23736,67.0
23737,67.0
23738,67.0
23739,61.0
23740,66.0
23741,66.0
23742,66.0
23743,66.0
23744,42.0
23745,42.0
23746,42.0
23747,42.0
23748,42.0
23749,42.0
23750,42.0
23751,42.0
23752,42.0
23753,42.0
23754,40.0
23755,35.0
23756,35.0
23757,36.0
23758,36.0
23759,39.0
23760,36.0
23761,36.0
23762,36.0
23763,35.0
23764,36.0
23765,37.0
23766,37.0
23767,36.0
23768,37.0
23769,36.0
23770,33.0
23771,33.0
23772,33.0
23773,45.0
23774,43.0
23775,43.0
23776,45.0
23777,44.0
23778,45.0
23779,44.0
23780,43.0
23781,43.0
23782,44.0
23783,45.0
23784,45.0
23785,45.0
23786,45.0
23787,45.0
23788,43.0
23789,45.0
23790,45.0
23791,45.0
23792,47.0
23793,46.0
23794,47.0
23795,47.0
23796,47.0
23797,58.0
23798,47.0
23799,46.0
23800,46.0
23801,47.0
23802,46.0
23803,43.0
23804,46.0
23805,46.0
23806,47.0
23807,46.0
23808,48.0
23809,48.0
23810,48.0
23811,49.0
23812,48.0
23813,48.0
23814,48.0
23815,48.0
23816,48.0
23817,48.0
23818,49.0
23819,49.0
23820,49.0
23821,49.0
23822,49.0
23823,48.0
23824,48.0
23825,49.0
23826,48.0
23827,49.0
23828,48.0
23829,49.0
23830,49.0
23831,49.0
23832,48.0
23833,48.0
23834,48.0
23835,49.0
23836,48.0
23837,49.0
23838,49.0
23839,48.0
23840,49.0
23841,46.0
23842,49.0
23843,49.0
23844,49.0
23845,49.0
23846,48.0
23847,48.0
23848,48.0
23849,48.0
23850,48.0
23851,48.0
23852,48.0
23853,48.0
23854,53.0
23855,58.0
23856,59.0
23857,9.0
23858,8.0
23859,8.0
23860,8.0
23861,8.0
23862,8.0
23863,8.0
23864,8.0
23865,8.0
23866,8.0
23867,8.0
23868,8.0
23869,8.0
23870,53.0
23871,53.0
23872,38.0
23873,39.0
23874,33.0
23875,33.0
23876,33.0
23877,33.0
23878,33.0
23879,33.0
23880,33.0
23881,33.0
23882,53.0
23883,53.0
23884,53.0
23885,52.0
23886,52.0
23887,53.0
23888,52.0
23889,53.0
23890,53.0
23891,52.0
23892,52.0
23893,51.0
23894,53.0
23895,52.0
23896,53.0
23897,52.0
23898,53.0
23899,53.0
23900,51.0
23901,52.0
23902,53.0
23903,18.0
23904,16.0
23905,20.0
23906,18.0
23907,19.0
23908,20.0
23909,61.0
23910,60.0
23911,62.0
23912,61.0
23913,60.0
23914,62.0
23915,61.0
23916,62.0
23917,56.0
23918,61.0
23919,59.0
23920,61.0
23921,58.0
23922,51.0
23923,58.0
23924,61.0
23925,59.0
23926,41.0
23927,60.0
23928,59.0
23929,41.0
23930,62.0
23931,62.0
23932,61.0
23933,61.0
23934,55.0
23935,56.0
23936,43.0
23937,43.0
23938,46.0
23939,45.0
23940,45.0
23941,43.0
23942,48.0
23943,48.0
23944,48.0
23945,48.0
23946,48.0
23947,48.0
23948,47.0
23949,48.0
23950,48.0
23951,48.0
23952,48.0
23953,48.0
23954,48.0
23955,48.0
23956,48.0
23957,48.0
23958,48.0
23959,48.0
23960,48.0
23961,48.0
23962,48.0
23963,48.0
23964,48.0
23965,48.0
23966,48.0
23967,48.0
23968,48.0
23969,48.0
23970,48.0
23971,48.0
23972,67.0
23973,67.0
23974,67.0
23975,67.0
23976,67.0
23977,67.0
23978,58.0
23979,67.0
23980,67.0
23981,67.0
23982,67.0
23983,67.0
23984,56.0
23985,60.0
23986,61.0
23987,45.0
23988,44.0
23989,45.0
23990,45.0
23991,44.0
23992,45.0
23993,24.0
23994,24.0
23995,24.0
23996,29.0
23997,29.0
23998,28.0
23999,37.0
24000,37.0
24001,37.0
24002,36.0
24003,36.0
24004,36.0
24005,31.0
24006,31.0
24007,36.0
24008,36.0
24009,37.0
24010,37.0
24011,36.0
24012,36.0
24013,37.0
24014,36.0
24015,37.0
24016,38.0
24017,37.0
24018,32.0
24019,38.0
24020,48.0
24021,48.0
24022,48.0
24023,48.0
24024,48.0
24025,48.0
24026,48.0
24027,47.0
24028,48.0
24029,48.0
24030,49.0
24031,49.0
24032,49.0
24033,49.0
24034,49.0
24035,49.0
24036,49.0
24037,49.0
24038,49.0
24039,49.0
24040,48.0
24041,48.0
24042,48.0
24043,48.0
24044,47.0
24045,48.0
24046,48.0
24047,53.0
24048,53.0
24049,53.0
24050,53.0
24051,53.0
24052,53.0
24053,49.0
24054,53.0
24055,53.0
24056,50.0
24057,53.0
24058,53.0
24059,52.0
24060,51.0
24061,53.0
24062,53.0
24063,48.0
24064,52.0
24065,53.0
24066,53.0
24067,49.0
24068,53.0
24069,52.0
24070,53.0
24071,53.0
24072,37.0
24073,38.0
24074,36.0
24075,36.0
24076,36.0
24077,36.0
24078,36.0
24079,39.0
24080,34.151212518231034
24081,34.151212518231034
24082,34.151212518231034
24083,34.151212518231034
24084,34.151212518231034
24085,34.151212518231034
24086,34.151212518231034
24087,34.151212518231034
24088,34.151212518231034
24089,34.151212518231034
24090,34.151212518231034
24091,34.151212518231034
24092,34.151212518231034
24093,34.151212518231034
24094,34.151212518231034
24095,34.151212518231034
24096,34.151212518231034
24097,34.151212518231034
24098,34.151212518231034
24099,34.151212518231034
24100,34.151212518231034
24101,34.151212518231034
24102,34.151212518231034
24103,34.151212518231034
24104,16.0
24105,16.0
24106,16.0
24107,16.0
24108,16.0
24109,16.0
24110,16.0
24111,16.0
24112,16.0
24113,16.0
24114,16.0
24115,16.0
24116,16.0
24117,16.0
24118,16.0
24119,16.0
24120,16.0
24121,16.0
24122,16.0
24123,16.0
24124,16.0
24125,16.0
24126,16.0
24127,16.0
24128,16.0
24129,16.0
24130,58.0
24131,8.0
24132,65.0
24133,28.0
24134,34.151212518231034
24135,23.0
24136,29.0
24137,67.0
24138,67.0
24139,63.0
24140,67.0
24141,67.0
24142,67.0
24143,49.0
24144,67.0
24145,65.0
24146,67.0
24147,66.0
24148,67.0
24149,66.0
24150,66.0
24151,74.0
24152,67.0
24153,64.0
24154,67.0
24155,66.0
24156,65.0
24157,66.0
24158,58.0
24159,52.0
24160,66.0
24161,59.0
24162,66.0
24163,65.0
24164,65.0
24165,79.0
24166,53.0
24167,54.0
24168,52.0
24169,54.0
24170,53.0
24171,53.0
24172,53.0
24173,53.0
24174,53.0
24175,53.0
24176,53.0
24177,52.0
24178,53.0
24179,53.0
24180,53.0
24181,53.0
24182,53.0
24183,53.0
24184,53.0
24185,53.0
24186,53.0
24187,53.0
24188,53.0
24189,53.0
24190,53.0
24191,53.0
24192,53.0
24193,53.0
24194,52.0
24195,19.0
24196,19.0
24197,18.0
24198,19.0
24199,18.0
24200,18.0
24201,19.0
24202,19.0
24203,18.0
24204,18.0
24205,19.0
24206,62.0
24207,61.0
24208,62.0
24209,60.0
24210,50.0
24211,49.0
24212,49.0
24213,45.0
24214,44.0
24215,45.0
24216,45.0
24217,45.0
24218,44.0
24219,45.0
24220,45.0
24221,45.0
24222,45.0
24223,45.0
24224,46.0
24225,35.0
24226,35.0
24227,47.0
24228,47.0
24229,47.0
24230,47.0
24231,61.0
24232,66.0
24233,66.0
24234,66.0
24235,66.0
24236,62.0
24237,66.0
24238,63.0
24239,67.0
24240,67.0
24241,67.0
24242,67.0
24243,67.0
24244,67.0
24245,67.0
24246,67.0
24247,67.0
24248,67.0
24249,67.0
24250,67.0
24251,67.0
24252,62.0
24253,67.0
24254,67.0
24255,54.0
24256,54.0
24257,54.0
24258,54.0
24259,53.0
24260,53.0
24261,53.0
24262,53.0
24263,53.0
24264,53.0
24265,53.0
24266,53.0
24267,53.0
24268,53.0
24269,53.0
24270,53.0
24271,40.0
24272,38.0
24273,40.0
24274,30.0
24275,32.0
24276,32.0
24277,33.0
24278,31.0
24279,34.0
24280,34.0
24281,34.0
24282,34.0
24283,34.0
24284,34.0
24285,34.0
24286,35.0
24287,34.151212518231034
24288,34.151212518231034
24289,8.0
24290,34.151212518231034
24291,8.0
24292,34.151212518231034
24293,34.151212518231034
24294,34.151212518231034
24295,8.0
24296,34.151212518231034
24297,34.151212518231034
24298,34.151212518231034
24299,8.0
24300,34.151212518231034
24301,34.151212518231034
24302,34.151212518231034
24303,34.151212518231034
24304,34.151212518231034
24305,9.0
24306,9.0
24307,9.0
24308,9.0
24309,9.0
24310,9.0
24311,9.0
24312,10.0
24313,9.0
24314,9.0
24315,9.0
24316,9.0
24317,9.0
24318,9.0
24319,9.0
24320,8.0
24321,9.0
24322,10.0
24323,10.0
24324,54.0
24325,59.0
24326,61.0
24327,63.0
24328,61.0
24329,61.0
24330,61.0
24331,62.0
24332,61.0
24333,61.0
24334,62.0
24335,61.0
24336,62.0
24337,62.0
24338,53.0
24339,53.0
24340,53.0
24341,53.0
24342,53.0
24343,53.0
24344,33.0
24345,32.0
24346,33.0
24347,32.0
24348,32.0
24349,32.0
24350,32.0
24351,32.0
24352,32.0
24353,32.0
24354,33.0
24355,32.0
24356,32.0
24357,32.0
24358,29.0
24359,29.0
24360,29.0
24361,29.0
24362,28.0
24363,29.0
24364,29.0
24365,28.0
24366,34.0
24367,33.0
24368,35.0
24369,34.0
24370,34.0
24371,34.0
24372,33.0
24373,34.0
24374,8.0
24375,34.151212518231034
24376,8.0
24377,34.151212518231034
24378,34.151212518231034
24379,34.151212518231034
24380,8.0
24381,34.151212518231034
24382,34.151212518231034
24383,8.0
24384,34.151212518231034
24385,61.0
24386,61.0
24387,61.0
24388,62.0
24389,63.0
24390,62.0
24391,61.0
24392,62.0
24393,61.0
24394,62.0
24395,62.0
24396,61.0
24397,62.0
24398,62.0
24399,60.0
24400,62.0
24401,62.0
24402,62.0
24403,63.0
24404,56.0
24405,63.0
24406,62.0
24407,63.0
24408,60.0
24409,58.0
24410,60.0
24411,61.0
24412,61.0
24413,55.0
24414,61.0
24415,62.0
24416,61.0
24417,59.0
24418,59.0
24419,62.0
24420,63.0
24421,62.0
24422,50.0
24423,50.0
24424,50.0
24425,50.0
24426,49.0
24427,49.0
24428,49.0
24429,50.0
24430,50.0
24431,49.0
24432,42.0
24433,50.0
24434,50.0
24435,38.0
24436,44.0
24437,44.0
24438,44.0
24439,44.0
24440,44.0
24441,44.0
24442,44.0
24443,44.0
24444,44.0
24445,44.0
24446,44.0
24447,44.0
24448,44.0
24449,44.0
24450,44.0
24451,44.0
24452,44.0
24453,44.0
24454,44.0
24455,45.0
24456,44.0
24457,45.0
24458,45.0
24459,44.0
24460,44.0
24461,45.0
24462,45.0
24463,45.0
24464,45.0
24465,44.0
24466,45.0
24467,45.0
24468,45.0
24469,45.0
24470,45.0
24471,46.0
24472,45.0
24473,45.0
24474,45.0
24475,45.0
24476,44.0
24477,45.0
24478,45.0
24479,45.0
24480,45.0
24481,44.0
24482,41.0
24483,45.0
24484,45.0
24485,45.0
24486,45.0
24487,45.0
24488,45.0
24489,45.0
24490,48.0
24491,49.0
24492,48.0
24493,49.0
24494,48.0
24495,48.0
24496,49.0
24497,48.0
24498,48.0
24499,49.0
24500,48.0
24501,48.0
24502,49.0
24503,48.0
24504,49.0
24505,65.0
24506,67.0
24507,67.0
24508,66.0
24509,67.0
24510,67.0
24511,67.0
24512,67.0
24513,67.0
24514,67.0
24515,60.0
24516,67.0
24517,67.0
24518,67.0
24519,67.0
24520,65.0
24521,9.0
24522,9.0
24523,8.0
24524,34.151212518231034
24525,8.0
24526,8.0
24527,8.0
24528,34.151212518231034
24529,34.151212518231034
24530,34.151212518231034
24531,8.0
24532,9.0
24533,8.0
24534,9.0
24535,10.0
24536,8.0
24537,11.0
24538,9.0
24539,9.0
24540,53.0
24541,54.0
24542,8.0
24543,34.151212518231034
24544,8.0
24545,9.0
24546,8.0
24547,9.0
24548,9.0
24549,9.0
24550,34.151212518231034
24551,8.0
24552,34.151212518231034
24553,58.0
24554,58.0
24555,63.0
24556,62.0
24557,45.0
24558,45.0
24559,46.0
24560,46.0
24561,46.0
24562,67.0
24563,67.0
24564,67.0
24565,67.0
24566,67.0
24567,64.0
24568,67.0
24569,67.0
24570,67.0
24571,67.0
24572,67.0
24573,65.0
24574,65.0
24575,65.0
24576,65.0
24577,65.0
24578,64.0
24579,65.0
24580,64.0
24581,64.0
24582,64.0
24583,64.0
24584,65.0
24585,65.0
24586,50.0
24587,65.0
24588,64.0
24589,37.0
24590,37.0
24591,55.0
24592,87.0
24593,66.0
24594,78.0
24595,9.0
24596,9.0
24597,8.0
24598,9.0
24599,8.0
24600,8.0
24601,34.151212518231034
24602,8.0
24603,8.0
24604,34.151212518231034
24605,34.151212518231034
24606,34.151212518231034
24607,8.0
24608,8.0
24609,8.0
24610,34.151212518231034
24611,8.0
24612,8.0
24613,8.0
24614,8.0
24615,10.0
24616,8.0
24617,8.0
24618,9.0
24619,8.0
24620,9.0
24621,9.0
24622,9.0
24623,8.0
24624,9.0
24625,8.0
24626,8.0
24627,10.0
24628,9.0
24629,10.0
24630,10.0
24631,9.0
24632,9.0
24633,9.0
24634,8.0
24635,9.0
24636,9.0
24637,9.0
24638,9.0
24639,9.0
24640,54.0
24641,53.0
24642,53.0
24643,54.0
24644,54.0
24645,53.0
24646,53.0
24647,54.0
24648,53.0
24649,53.0
24650,53.0
24651,53.0
24652,53.0
24653,51.0
24654,54.0
24655,53.0
24656,53.0
24657,53.0
24658,54.0
24659,53.0
24660,54.0
24661,13.0
24662,13.0
24663,13.0
24664,13.0
24665,13.0
24666,52.0
24667,48.0
24668,53.0
24669,44.0
24670,54.0
24671,54.0
24672,54.0
24673,47.0
24674,48.0
24675,54.0
24676,59.0
24677,51.0
24678,61.0
24679,61.0
24680,64.0
24681,64.0
24682,64.0
24683,64.0
24684,64.0
24685,64.0
24686,64.0
24687,64.0
24688,64.0
24689,63.0
24690,51.0
24691,65.0
