,build_year_mbc
4259,20.0
4260,22.0
4261,16.0
4262,17.0
4263,18.0
4264,18.0
4265,21.0
4266,20.0
4267,19.0
4268,20.0
4269,19.0
4270,16.0
4271,18.0
4272,21.0
4273,19.0
4274,20.0
4275,19.0
4276,20.0
4277,20.0
4278,19.0
4279,18.0
4280,20.0
4281,69.0
4282,69.0
4283,69.0
4284,60.0
4285,69.0
4286,70.0
4287,66.0
4288,71.0
4289,11.0
4290,16.0
4291,54.0
4292,70.0
4293,51.0
4294,41.0
4295,39.0
4296,41.0
4297,36.0
4298,41.0
4299,40.0
4300,37.0
4301,40.0
4302,48.0
4303,49.0
4304,49.0
4305,49.0
4306,49.0
4307,49.0
4308,49.0
4309,48.0
4310,48.0
4311,49.0
4312,48.0
4313,46.0
4314,46.0
4315,45.0
4316,46.0
4317,46.0
4318,46.0
4319,46.0
4320,46.0
4321,46.0
4322,46.0
4323,46.0
4324,46.0
4325,46.0
4326,64.0
4327,64.0
4328,64.0
4329,64.0
4330,64.0
4331,64.0
4332,64.0
4333,64.0
4334,69.0
4335,69.0
4336,69.0
4337,52.0
4338,69.0
4339,69.0
4340,69.0
4341,69.0
4342,69.0
4343,69.0
4344,69.0
4345,69.0
4346,69.0
4347,69.0
4348,20.0
4349,20.0
4350,20.0
4351,20.0
4352,22.0
4353,20.0
4354,22.0
4355,21.0
4356,22.0
4357,21.0
4358,22.0
4359,21.0
4360,43.0
4361,36.0
4362,43.0
4363,43.0
4364,35.0
4365,43.0
4366,43.0
4367,36.0
4368,35.0
4369,34.151212518231034
4370,34.151212518231034
4371,49.0
4372,49.0
4373,13.0
4374,13.0
4375,13.0
4376,13.0
4377,16.0
4378,15.0
4379,15.0
4380,16.0
4381,15.0
4382,16.0
4383,15.0
4384,16.0
4385,13.0
4386,16.0
4387,13.0
4388,16.0
4389,13.0
4390,16.0
4391,13.0
4392,16.0
4393,15.0
4394,16.0
4395,16.0
4396,15.0
4397,15.0
4398,15.0
4399,13.0
4400,13.0
4401,15.0
4402,20.0
4403,18.0
4404,19.0
4405,20.0
4406,22.0
4407,22.0
4408,22.0
4409,22.0
4410,22.0
4411,22.0
4412,22.0
4413,24.0
4414,24.0
4415,24.0
4416,24.0
4417,23.0
4418,24.0
4419,23.0
4420,24.0
4421,24.0
4422,23.0
4423,24.0
4424,24.0
4425,24.0
4426,24.0
4427,24.0
4428,24.0
4429,43.0
4430,42.0
4431,42.0
4432,42.0
4433,43.0
4434,43.0
4435,43.0
4436,41.0
4437,43.0
4438,43.0
4439,39.0
4440,43.0
4441,41.0
4442,42.0
4443,43.0
4444,43.0
4445,39.0
4446,42.0
4447,39.0
4448,41.0
4449,41.0
4450,39.0
4451,39.0
4452,39.0
4453,39.0
4454,10.0
4455,10.0
4456,8.0
4457,10.0
4458,8.0
4459,9.0
4460,10.0
4461,8.0
4462,9.0
4463,9.0
4464,8.0
4465,8.0
4466,9.0
4467,9.0
4468,9.0
4469,9.0
4470,10.0
4471,9.0
4472,9.0
4473,8.0
4474,9.0
4475,9.0
4476,8.0
4477,9.0
4478,8.0
4479,12.0
4480,12.0
4481,11.0
4482,11.0
4483,12.0
4484,11.0
4485,11.0
4486,11.0
4487,11.0
4488,11.0
4489,12.0
4490,11.0
4491,12.0
4492,11.0
4493,12.0
4494,11.0
4495,19.0
4496,19.0
4497,19.0
4498,20.0
4499,20.0
4500,19.0
4501,19.0
4502,19.0
4503,18.0
4504,19.0
4505,18.0
4506,19.0
4507,19.0
4508,19.0
4509,19.0
4510,20.0
4511,18.0
4512,20.0
4513,20.0
4514,20.0
4515,20.0
4516,20.0
4517,19.0
4518,19.0
4519,19.0
4520,17.0
4521,19.0
4522,19.0
4523,20.0
4524,20.0
4525,18.0
4526,20.0
4527,20.0
4528,20.0
4529,20.0
4530,20.0
4531,20.0
4532,20.0
4533,20.0
4534,64.0
4535,64.0
4536,64.0
4537,64.0
4538,64.0
4539,64.0
4540,64.0
4541,64.0
4542,64.0
4543,64.0
4544,64.0
4545,64.0
4546,64.0
4547,60.0
4548,47.0
4549,60.0
4550,45.0
4551,56.0
4552,56.0
4553,64.0
4554,54.0
4555,39.0
4556,70.0
4557,50.0
4558,64.0
4559,65.0
4560,64.0
4561,64.0
4562,72.0
4563,64.0
4564,72.0
4565,72.0
4566,72.0
4567,29.0
4568,68.0
4569,72.0
4570,72.0
4571,21.0
4572,21.0
4573,21.0
4574,21.0
4575,48.0
4576,74.0
4577,34.151212518231034
4578,34.151212518231034
4579,12.0
4580,63.0
4581,59.0
4582,108.0
4583,76.0
4584,49.0
4585,29.0
4586,29.0
4587,66.0
4588,25.0
4589,25.0
4590,51.0
4591,31.0
4592,60.0
4593,47.0
4594,43.0
4595,43.0
4596,33.0
4597,33.0
4598,34.0
4599,34.0
4600,45.0
4601,46.0
4602,46.0
4603,10.0
4604,100.0
4605,109.0
4606,110.0
4607,60.0
4608,60.0
4609,26.0
4610,75.0
4611,75.0
4612,49.0
4613,45.0
4614,59.0
4615,63.0
4616,59.0
4617,73.0
4618,44.0
4619,70.0
4620,32.0
4621,32.0
4622,9.0
4623,69.0
4624,70.0
4625,70.0
4626,69.0
4627,70.0
4628,63.0
4629,70.0
4630,70.0
4631,70.0
4632,70.0
4633,69.0
4634,69.0
4635,66.0
4636,69.0
4637,69.0
4638,69.0
4639,69.0
4640,69.0
4641,69.0
4642,69.0
4643,69.0
4644,55.0
4645,56.0
4646,56.0
4647,56.0
4648,56.0
4649,51.0
4650,56.0
4651,57.0
4652,43.0
4653,56.0
4654,57.0
4655,56.0
4656,53.0
4657,56.0
4658,58.0
4659,56.0
4660,56.0
4661,56.0
4662,56.0
4663,52.0
4664,57.0
4665,56.0
4666,56.0
4667,57.0
4668,58.0
4669,56.0
4670,57.0
4671,56.0
4672,55.0
4673,56.0
4674,57.0
4675,56.0
4676,58.0
4677,56.0
4678,55.0
4679,57.0
4680,49.0
4681,57.0
4682,40.0
4683,39.0
4684,40.0
4685,38.0
4686,38.0
4687,37.0
4688,30.0
4689,39.0
4690,39.0
4691,39.0
4692,39.0
4693,47.0
4694,47.0
4695,47.0
4696,47.0
4697,43.0
4698,47.0
4699,47.0
4700,16.0
4701,17.0
4702,16.0
4703,17.0
4704,16.0
4705,15.0
4706,16.0
4707,16.0
4708,17.0
4709,17.0
4710,16.0
4711,15.0
4712,15.0
4713,16.0
4714,16.0
4715,16.0
4716,16.0
4717,16.0
4718,16.0
4719,58.0
4720,65.0
4721,64.0
4722,64.0
4723,64.0
4724,64.0
4725,64.0
4726,65.0
4727,64.0
4728,65.0
4729,64.0
4730,64.0
4731,54.0
4732,44.0
4733,44.0
4734,44.0
4735,44.0
4736,44.0
4737,44.0
4738,44.0
4739,43.0
4740,44.0
4741,44.0
4742,44.0
4743,44.0
4744,44.0
4745,44.0
4746,44.0
4747,44.0
4748,44.0
4749,44.0
4750,44.0
4751,16.0
4752,16.0
4753,16.0
4754,17.0
4755,16.0
4756,16.0
4757,16.0
4758,16.0
4759,16.0
4760,16.0
4761,16.0
4762,16.0
4763,16.0
4764,16.0
4765,16.0
4766,17.0
4767,16.0
4768,17.0
4769,16.0
4770,63.0
4771,65.0
4772,64.0
4773,65.0
4774,64.0
4775,65.0
4776,64.0
4777,77.0
4778,59.0
4779,63.0
4780,63.0
4781,63.0
4782,63.0
4783,63.0
4784,63.0
4785,63.0
4786,63.0
4787,63.0
4788,63.0
4789,69.0
4790,28.0
4791,53.0
4792,42.0
4793,71.0
4794,58.0
4795,69.0
4796,46.0
4797,31.0
4798,70.0
4799,60.0
4800,64.0
4801,65.0
4802,65.0
4803,70.0
4804,70.0
4805,72.0
4806,72.0
4807,72.0
4808,72.0
4809,72.0
4810,72.0
4811,68.0
4812,72.0
4813,64.0
4814,46.0
4815,47.0
4816,49.0
4817,77.0
4818,19.0
4819,52.0
4820,48.0
4821,52.0
4822,63.0
4823,45.0
4824,53.0
4825,9.0
4826,25.0
4827,46.0
4828,45.0
4829,32.0
4830,43.0
4831,20.0
4832,73.0
4833,84.0
4834,68.0
4835,29.0
4836,29.0
4837,73.0
4838,74.0
4839,43.0
4840,43.0
4841,69.0
4842,65.0
4843,69.0
4844,69.0
4845,69.0
4846,69.0
4847,70.0
4848,66.0
4849,68.0
4850,68.0
4851,67.0
4852,68.0
4853,63.0
4854,56.0
4855,62.0
4856,68.0
4857,68.0
4858,68.0
4859,68.0
4860,68.0
4861,68.0
4862,68.0
4863,34.151212518231034
4864,61.0
4865,56.0
4866,34.151212518231034
4867,34.151212518231034
4868,50.0
4869,34.151212518231034
4870,27.0
4871,63.0
4872,34.151212518231034
4873,15.0
4874,25.0
4875,27.0
4876,52.0
4877,34.151212518231034
4878,9.0
4879,60.0
4880,27.0
4881,26.0
4882,23.0
4883,70.0
4884,43.0
4885,30.0
4886,57.0
4887,56.0
4888,17.0
4889,17.0
4890,17.0
4891,17.0
4892,17.0
4893,17.0
4894,18.0
4895,15.0
4896,15.0
4897,16.0
4898,16.0
4899,16.0
4900,16.0
4901,16.0
4902,16.0
4903,15.0
4904,17.0
4905,15.0
4906,16.0
4907,16.0
4908,16.0
4909,16.0
4910,15.0
4911,16.0
4912,16.0
4913,16.0
4914,16.0
4915,16.0
4916,15.0
4917,63.0
4918,65.0
4919,63.0
4920,61.0
4921,58.0
4922,63.0
4923,61.0
4924,63.0
4925,59.0
4926,63.0
4927,61.0
4928,61.0
4929,60.0
4930,61.0
4931,61.0
4932,62.0
4933,64.0
4934,64.0
4935,64.0
4936,47.0
4937,46.0
4938,46.0
4939,47.0
4940,47.0
4941,34.151212518231034
4942,8.0
4943,8.0
4944,9.0
4945,61.0
4946,63.0
4947,61.0
4948,63.0
4949,63.0
4950,63.0
4951,63.0
4952,63.0
4953,61.0
4954,63.0
4955,61.0
4956,61.0
4957,63.0
4958,63.0
4959,60.0
4960,59.0
4961,49.0
4962,43.0
4963,43.0
4964,15.0
4965,39.0
4966,47.0
4967,47.0
4968,31.0
4969,64.0
4970,65.0
4971,64.0
4972,61.0
4973,64.0
4974,65.0
4975,64.0
4976,63.0
4977,63.0
4978,64.0
4979,65.0
4980,59.0
4981,63.0
4982,31.0
4983,57.0
4984,64.0
4985,62.0
4986,64.0
4987,65.0
4988,64.0
4989,64.0
4990,30.0
4991,33.0
4992,41.0
4993,41.0
4994,35.0
4995,72.0
4996,46.0
4997,38.0
4998,46.0
4999,46.0
5000,56.0
5001,48.0
5002,48.0
5003,39.0
5004,11.0
5005,48.0
5006,52.0
5007,52.0
5008,53.0
5009,44.0
5010,44.0
5011,46.0
5012,46.0
5013,91.0
5014,73.0
5015,112.0
5016,57.0
5017,74.0
5018,11.0
5019,104.0
5020,34.151212518231034
5021,68.0
5022,59.0
5023,20.0
5024,27.0
5025,62.0
5026,34.151212518231034
5027,48.0
5028,26.0
5029,54.0
5030,23.0
5031,31.0
5032,24.0
5033,50.0
5034,60.0
5035,17.0
5036,50.0
5037,34.151212518231034
5038,23.0
5039,80.0
5040,15.0
5041,24.0
5042,57.0
5043,41.0
5044,51.0
5045,57.0
5046,58.0
5047,10.0
5048,57.0
5049,57.0
5050,56.0
5051,57.0
5052,56.0
5053,57.0
5054,57.0
5055,58.0
5056,57.0
5057,57.0
5058,57.0
5059,57.0
5060,56.0
5061,56.0
5062,57.0
5063,56.0
5064,57.0
5065,57.0
5066,56.0
5067,57.0
5068,57.0
5069,57.0
5070,9.0
5071,9.0
5072,9.0
5073,9.0
5074,9.0
5075,34.151212518231034
5076,9.0
5077,9.0
5078,9.0
5079,9.0
5080,8.0
5081,9.0
5082,18.0
5083,17.0
5084,17.0
5085,18.0
5086,18.0
5087,18.0
5088,17.0
5089,18.0
5090,17.0
5091,18.0
5092,18.0
5093,18.0
5094,18.0
5095,18.0
5096,18.0
5097,18.0
5098,39.0
5099,41.0
5100,41.0
5101,41.0
5102,39.0
5103,41.0
5104,39.0
5105,39.0
5106,39.0
5107,39.0
5108,39.0
5109,69.0
5110,69.0
5111,69.0
5112,67.0
5113,68.0
5114,68.0
5115,68.0
5116,68.0
5117,68.0
5118,68.0
5119,54.0
5120,55.0
5121,55.0
5122,55.0
5123,54.0
5124,55.0
5125,54.0
5126,55.0
5127,54.0
5128,55.0
5129,52.0
5130,55.0
5131,55.0
5132,55.0
5133,55.0
5134,55.0
5135,55.0
5136,55.0
5137,55.0
5138,55.0
5139,53.0
5140,55.0
5141,55.0
5142,55.0
5143,55.0
5144,10.0
5145,9.0
5146,10.0
5147,10.0
5148,10.0
5149,9.0
5150,34.151212518231034
5151,10.0
5152,68.0
5153,68.0
5154,67.0
5155,67.0
5156,67.0
5157,38.0
5158,37.0
5159,35.0
5160,39.0
5161,35.0
5162,37.0
5163,38.0
5164,35.0
5165,39.0
5166,38.0
5167,34.0
5168,39.0
5169,36.0
5170,39.0
5171,36.0
5172,35.0
5173,43.0
5174,60.0
5175,61.0
5176,44.0
5177,43.0
5178,8.0
5179,43.0
5180,42.0
5181,65.0
5182,69.0
5183,68.0
5184,67.0
5185,69.0
5186,68.0
5187,67.0
5188,18.0
5189,67.0
5190,67.0
5191,37.0
5192,43.0
5193,45.0
5194,43.0
5195,45.0
5196,44.0
5197,45.0
5198,34.0
5199,36.0
5200,37.0
5201,37.0
5202,36.0
5203,36.0
5204,37.0
5205,34.0
5206,58.0
5207,58.0
5208,58.0
5209,58.0
5210,58.0
5211,57.0
5212,57.0
5213,56.0
5214,57.0
5215,56.0
5216,56.0
5217,57.0
5218,57.0
5219,56.0
5220,57.0
5221,56.0
5222,57.0
5223,47.0
5224,55.0
5225,53.0
5226,55.0
5227,55.0
5228,50.0
5229,55.0
5230,56.0
5231,56.0
5232,54.0
5233,56.0
5234,58.0
5235,58.0
5236,60.0
5237,56.0
5238,58.0
5239,46.0
5240,39.0
5241,61.0
5242,58.0
5243,61.0
5244,61.0
5245,59.0
5246,59.0
5247,60.0
5248,61.0
5249,60.0
5250,59.0
5251,62.0
5252,39.0
5253,56.0
5254,56.0
5255,44.0
5256,45.0
5257,45.0
5258,45.0
5259,44.0
5260,45.0
5261,43.0
5262,44.0
5263,45.0
5264,44.0
5265,45.0
5266,45.0
5267,45.0
5268,45.0
5269,45.0
5270,10.0
5271,10.0
5272,9.0
5273,10.0
5274,10.0
5275,10.0
5276,10.0
5277,10.0
5278,10.0
5279,10.0
5280,10.0
5281,10.0
5282,19.0
5283,19.0
5284,18.0
5285,19.0
5286,19.0
5287,18.0
5288,18.0
5289,20.0
5290,19.0
5291,19.0
5292,33.0
5293,32.0
5294,33.0
5295,33.0
5296,33.0
5297,33.0
5298,33.0
5299,33.0
5300,32.0
5301,31.0
5302,33.0
5303,68.0
5304,68.0
5305,68.0
5306,68.0
5307,68.0
5308,45.0
5309,45.0
5310,45.0
5311,45.0
5312,45.0
5313,45.0
5314,45.0
5315,44.0
5316,44.0
5317,45.0
5318,45.0
5319,45.0
5320,45.0
5321,45.0
5322,45.0
5323,45.0
5324,45.0
5325,45.0
5326,45.0
5327,45.0
5328,45.0
5329,45.0
5330,45.0
5331,45.0
5332,45.0
5333,39.0
5334,56.0
5335,64.0
5336,36.0
5337,66.0
5338,64.0
5339,56.0
5340,66.0
5341,108.0
5342,45.0
5343,45.0
5344,43.0
5345,67.0
5346,67.0
5347,64.0
5348,73.0
5349,68.0
5350,68.0
5351,68.0
5352,57.0
5353,68.0
5354,68.0
5355,68.0
5356,68.0
5357,43.0
5358,43.0
5359,44.0
5360,43.0
5361,48.0
5362,44.0
5363,45.0
5364,43.0
5365,44.0
5366,44.0
5367,37.0
5368,37.0
5369,37.0
5370,38.0
5371,37.0
5372,37.0
5373,36.0
5374,37.0
5375,55.0
5376,56.0
5377,57.0
5378,57.0
5379,58.0
5380,56.0
5381,56.0
5382,56.0
5383,56.0
5384,56.0
5385,56.0
5386,54.0
5387,55.0
5388,50.0
5389,56.0
5390,52.0
5391,55.0
5392,56.0
5393,8.0
5394,53.0
5395,53.0
5396,56.0
5397,39.0
5398,57.0
5399,59.0
5400,39.0
5401,41.0
5402,59.0
5403,56.0
5404,47.0
5405,58.0
5406,58.0
5407,43.0
5408,41.0
5409,38.0
5410,40.0
5411,30.0
5412,44.0
5413,36.0
5414,44.0
5415,44.0
5416,46.0
5417,46.0
5418,46.0
5419,46.0
5420,46.0
5421,46.0
5422,46.0
5423,46.0
5424,46.0
5425,46.0
5426,46.0
5427,45.0
5428,45.0
5429,45.0
5430,45.0
5431,45.0
5432,45.0
5433,45.0
5434,45.0
5435,45.0
5436,45.0
5437,45.0
5438,45.0
5439,45.0
5440,45.0
5441,41.0
5442,45.0
5443,45.0
5444,45.0
5445,45.0
5446,34.151212518231034
5447,34.151212518231034
5448,34.151212518231034
5449,34.151212518231034
5450,34.151212518231034
5451,34.151212518231034
5452,34.151212518231034
5453,34.151212518231034
5454,34.151212518231034
5455,34.151212518231034
5456,34.151212518231034
5457,34.151212518231034
5458,16.0
5459,17.0
5460,17.0
5461,16.0
5462,16.0
5463,17.0
5464,16.0
5465,16.0
5466,17.0
5467,17.0
5468,16.0
5469,17.0
5470,43.0
5471,38.0
5472,44.0
5473,44.0
5474,38.0
5475,41.0
5476,41.0
5477,42.0
5478,37.0
5479,42.0
5480,42.0
5481,42.0
5482,42.0
5483,33.0
5484,34.0
5485,32.0
5486,12.0
5487,32.0
5488,33.0
5489,31.0
5490,34.0
5491,32.0
5492,32.0
5493,32.0
5494,70.0
5495,71.0
5496,70.0
5497,68.0
5498,70.0
5499,70.0
5500,70.0
5501,71.0
5502,71.0
5503,70.0
5504,70.0
5505,70.0
5506,70.0
5507,70.0
5508,68.0
5509,68.0
5510,68.0
5511,67.0
5512,67.0
5513,66.0
5514,67.0
5515,68.0
5516,68.0
5517,68.0
5518,67.0
5519,68.0
5520,67.0
5521,68.0
5522,68.0
5523,68.0
5524,68.0
5525,68.0
5526,67.0
5527,68.0
5528,67.0
5529,59.0
5530,68.0
5531,61.0
5532,68.0
5533,60.0
5534,60.0
5535,60.0
5536,60.0
5537,68.0
5538,67.0
5539,67.0
5540,67.0
5541,68.0
5542,59.0
5543,67.0
5544,67.0
5545,67.0
5546,67.0
5547,67.0
5548,68.0
5549,61.0
5550,67.0
5551,67.0
5552,67.0
5553,63.0
5554,57.0
5555,54.0
5556,58.0
5557,47.0
5558,60.0
5559,58.0
5560,64.0
5561,63.0
5562,65.0
5563,54.0
5564,63.0
5565,61.0
5566,46.0
5567,64.0
5568,43.0
5569,44.0
5570,45.0
5571,44.0
5572,44.0
5573,44.0
5574,36.0
5575,34.0
5576,35.0
5577,36.0
5578,56.0
5579,56.0
5580,56.0
5581,57.0
5582,56.0
5583,56.0
5584,56.0
5585,56.0
5586,56.0
5587,57.0
5588,56.0
5589,56.0
5590,56.0
5591,57.0
5592,55.0
5593,56.0
5594,53.0
5595,56.0
5596,54.0
5597,54.0
5598,53.0
5599,54.0
5600,55.0
5601,54.0
5602,45.0
5603,55.0
5604,56.0
5605,56.0
5606,56.0
5607,52.0
5608,48.0
5609,58.0
5610,59.0
5611,15.0
5612,59.0
5613,60.0
5614,60.0
5615,60.0
5616,56.0
5617,61.0
5618,60.0
5619,52.0
5620,55.0
5621,11.0
5622,11.0
5623,11.0
5624,11.0
5625,10.0
5626,10.0
5627,10.0
5628,9.0
5629,9.0
5630,10.0
5631,10.0
5632,10.0
5633,10.0
5634,10.0
5635,10.0
5636,9.0
5637,9.0
5638,9.0
5639,16.0
5640,16.0
5641,16.0
5642,15.0
5643,16.0
5644,16.0
5645,16.0
5646,16.0
5647,16.0
5648,15.0
5649,15.0
5650,15.0
5651,15.0
5652,16.0
5653,15.0
5654,16.0
5655,15.0
5656,15.0
5657,15.0
5658,15.0
5659,15.0
5660,15.0
5661,15.0
5662,15.0
5663,15.0
5664,16.0
5665,15.0
5666,15.0
5667,15.0
5668,15.0
5669,43.0
5670,30.0
5671,57.0
5672,57.0
5673,57.0
5674,55.0
5675,57.0
5676,57.0
5677,50.0
5678,39.0
5679,60.0
5680,15.0
5681,15.0
5682,15.0
5683,15.0
5684,15.0
5685,15.0
5686,15.0
5687,15.0
5688,15.0
5689,15.0
5690,15.0
5691,15.0
5692,15.0
5693,14.0
5694,15.0
5695,15.0
5696,15.0
5697,15.0
5698,15.0
5699,15.0
5700,15.0
5701,15.0
5702,15.0
5703,15.0
5704,15.0
5705,14.0
5706,15.0
5707,14.0
5708,15.0
5709,15.0
5710,15.0
5711,15.0
5712,15.0
5713,15.0
5714,15.0
5715,15.0
5716,15.0
5717,15.0
5718,15.0
5719,15.0
5720,15.0
5721,15.0
5722,15.0
5723,15.0
5724,61.0
5725,61.0
5726,61.0
5727,58.0
5728,64.0
5729,63.0
5730,63.0
5731,61.0
5732,60.0
5733,60.0
5734,46.0
5735,63.0
5736,61.0
5737,61.0
5738,61.0
5739,66.0
5740,65.0
5741,67.0
5742,61.0
5743,10.0
5744,20.0
5745,20.0
5746,45.0
5747,16.0
5748,16.0
5749,16.0
5750,16.0
5751,15.0
5752,16.0
5753,16.0
5754,16.0
5755,102.0
5756,59.0
5757,59.0
5758,59.0
5759,39.0
5760,38.0
5761,58.0
5762,58.0
5763,58.0
5764,60.0
5765,61.0
5766,25.0
5767,39.0
5768,24.0
5769,25.0
5770,26.0
5771,26.0
5772,31.0
5773,47.0
5774,47.0
5775,47.0
5776,47.0
5777,47.0
5778,47.0
5779,59.0
5780,47.0
5781,47.0
5782,47.0
5783,47.0
5784,47.0
5785,47.0
5786,47.0
5787,46.0
5788,46.0
5789,46.0
5790,46.0
5791,45.0
5792,45.0
5793,47.0
5794,47.0
5795,47.0
5796,47.0
5797,47.0
5798,47.0
5799,48.0
5800,40.0
5801,67.0
5802,66.0
5803,67.0
5804,67.0
5805,67.0
5806,67.0
5807,66.0
5808,67.0
5809,67.0
5810,67.0
5811,67.0
5812,66.0
5813,67.0
5814,66.0
5815,66.0
5816,66.0
5817,67.0
5818,66.0
5819,66.0
5820,67.0
5821,66.0
5822,66.0
5823,55.0
5824,61.0
5825,64.0
5826,64.0
5827,66.0
5828,64.0
5829,67.0
5830,66.0
5831,67.0
5832,66.0
5833,66.0
5834,48.0
5835,66.0
5836,60.0
5837,59.0
5838,11.0
5839,59.0
5840,58.0
5841,60.0
5842,60.0
5843,59.0
5844,58.0
5845,60.0
5846,61.0
5847,61.0
5848,61.0
5849,58.0
5850,59.0
5851,60.0
5852,39.0
5853,58.0
5854,39.0
5855,60.0
5856,60.0
5857,21.0
5858,22.0
5859,21.0
5860,21.0
5861,22.0
5862,21.0
5863,21.0
5864,21.0
5865,21.0
5866,21.0
5867,21.0
5868,21.0
5869,21.0
5870,21.0
5871,21.0
5872,48.0
5873,48.0
5874,47.0
5875,48.0
5876,46.0
5877,48.0
5878,48.0
5879,48.0
5880,48.0
5881,48.0
5882,47.0
5883,48.0
5884,48.0
5885,48.0
5886,48.0
5887,48.0
5888,47.0
5889,60.0
5890,60.0
5891,60.0
5892,60.0
5893,60.0
5894,60.0
5895,60.0
5896,59.0
5897,60.0
5898,63.0
5899,62.0
5900,63.0
5901,62.0
5902,62.0
5903,61.0
5904,62.0
5905,62.0
5906,62.0
5907,62.0
5908,62.0
5909,62.0
5910,61.0
5911,61.0
5912,62.0
5913,62.0
5914,62.0
5915,53.0
5916,62.0
5917,62.0
5918,62.0
5919,62.0
5920,62.0
5921,61.0
5922,59.0
5923,61.0
5924,64.0
5925,64.0
5926,64.0
5927,64.0
5928,64.0
5929,64.0
5930,63.0
5931,58.0
5932,62.0
5933,64.0
5934,62.0
5935,63.0
5936,61.0
5937,63.0
5938,67.0
5939,67.0
5940,55.0
5941,59.0
5942,65.0
5943,67.0
5944,66.0
5945,67.0
5946,64.0
5947,62.0
5948,59.0
5949,65.0
5950,66.0
5951,64.0
5952,57.0
5953,64.0
5954,66.0
5955,66.0
5956,65.0
5957,65.0
5958,65.0
5959,65.0
5960,64.0
5961,64.0
5962,22.0
5963,22.0
5964,22.0
5965,22.0
5966,22.0
5967,22.0
5968,22.0
5969,21.0
5970,21.0
5971,22.0
5972,22.0
5973,22.0
5974,22.0
5975,22.0
5976,22.0
5977,29.0
5978,30.0
5979,29.0
5980,30.0
5981,30.0
5982,29.0
5983,23.0
5984,30.0
5985,29.0
5986,20.0
5987,20.0
5988,21.0
5989,20.0
5990,20.0
5991,20.0
5992,21.0
5993,20.0
5994,21.0
5995,20.0
5996,20.0
5997,20.0
5998,20.0
5999,20.0
6000,20.0
6001,20.0
6002,20.0
6003,20.0
6004,20.0
6005,20.0
6006,20.0
6007,20.0
6008,20.0
6009,45.0
6010,45.0
6011,43.0
6012,45.0
6013,22.0
6014,45.0
6015,45.0
6016,45.0
6017,45.0
6018,45.0
6019,45.0
6020,45.0
6021,45.0
6022,45.0
6023,45.0
6024,45.0
6025,43.0
6026,45.0
6027,45.0
6028,65.0
6029,70.0
6030,50.0
6031,57.0
6032,59.0
6033,72.0
6034,60.0
6035,61.0
6036,60.0
6037,61.0
6038,62.0
6039,62.0
6040,62.0
6041,62.0
6042,34.0
6043,34.0
6044,107.0
6045,78.0
6046,36.0
6047,9.0
6048,66.0
6049,45.0
6050,45.0
6051,50.0
6052,75.0
6053,55.0
6054,44.0
6055,58.0
6056,49.0
6057,65.0
6058,66.0
6059,66.0
6060,66.0
6061,64.0
6062,66.0
6063,49.0
6064,65.0
6065,65.0
6066,65.0
6067,23.0
6068,23.0
6069,22.0
6070,22.0
6071,22.0
6072,23.0
6073,22.0
6074,57.0
6075,58.0
6076,58.0
6077,39.0
6078,59.0
6079,60.0
6080,61.0
6081,61.0
6082,59.0
6083,20.0
6084,20.0
6085,20.0
6086,20.0
6087,20.0
6088,20.0
6089,20.0
6090,19.0
6091,45.0
6092,45.0
6093,45.0
6094,45.0
6095,45.0
6096,45.0
6097,45.0
6098,45.0
6099,45.0
6100,45.0
6101,58.0
6102,60.0
6103,61.0
6104,60.0
6105,61.0
6106,61.0
6107,61.0
6108,61.0
6109,59.0
6110,61.0
6111,61.0
6112,61.0
6113,61.0
6114,55.0
6115,61.0
6116,63.0
6117,62.0
6118,62.0
6119,62.0
6120,61.0
6121,62.0
6122,61.0
6123,62.0
6124,62.0
6125,62.0
6126,62.0
6127,60.0
6128,61.0
6129,63.0
6130,63.0
6131,63.0
6132,63.0
6133,63.0
6134,63.0
6135,63.0
6136,64.0
6137,20.0
6138,20.0
6139,19.0
6140,20.0
6141,19.0
6142,19.0
6143,19.0
6144,19.0
6145,19.0
6146,19.0
6147,20.0
6148,20.0
6149,20.0
6150,20.0
6151,19.0
6152,19.0
6153,19.0
6154,19.0
6155,19.0
6156,19.0
6157,19.0
6158,39.0
6159,39.0
6160,41.0
6161,41.0
6162,39.0
6163,40.0
6164,41.0
6165,41.0
6166,38.0
6167,42.0
6168,41.0
6169,41.0
6170,41.0
6171,41.0
6172,31.0
6173,31.0
6174,31.0
6175,31.0
6176,30.0
6177,31.0
6178,31.0
6179,35.0
6180,42.0
6181,41.0
6182,42.0
6183,41.0
6184,39.0
6185,42.0
6186,39.0
6187,43.0
6188,42.0
6189,42.0
6190,39.0
6191,42.0
6192,42.0
6193,42.0
6194,42.0
6195,42.0
6196,42.0
6197,43.0
6198,23.0
6199,23.0
6200,23.0
6201,23.0
6202,23.0
6203,8.0
6204,8.0
6205,9.0
6206,10.0
6207,10.0
6208,9.0
6209,9.0
6210,8.0
6211,9.0
6212,10.0
6213,9.0
6214,9.0
6215,9.0
6216,9.0
6217,9.0
6218,9.0
6219,9.0
6220,9.0
6221,9.0
6222,9.0
6223,8.0
6224,8.0
6225,8.0
6226,8.0
6227,34.151212518231034
6228,34.151212518231034
6229,34.151212518231034
6230,34.151212518231034
6231,34.151212518231034
6232,34.151212518231034
6233,34.151212518231034
6234,8.0
6235,8.0
6236,8.0
