,taxroll_number,landuse_description,net_area,basement_finished,has_garage,has_fireplace,assessed_value,lot_size,building_count,walkout_basement,air_conditioning,valuation_group,tot_gross_area_description,lon,lat
19468,10407638,1,134.8,0,1,0,223000,274.458,1,0,0,,163.4,-113.35243490000002,53.47960796
19469,10407639,1,134.4,0,0,0,215000,276.751,1,0,0,,134.4,-113.35254429999999,53.47962652
19470,10407640,1,135.0,0,1,0,223000,274.341,1,0,0,,163.6,-113.3526524,53.47964508
19471,10407641,1,134.3,0,1,0,222000,268.915,1,0,0,,164.2,-113.3527592,53.47966813
19472,10407642,1,0.0,0,1,0,108500,270.068,1,0,0,,49.6,-113.3528628,53.47969565
19473,10407643,1,102.6,0,1,0,173500,270.298,1,0,0,,126.3,-113.35296399999999,53.47972989
19474,10407644,1,102.6,0,1,0,173500,270.311,1,0,0,,127.4,-113.35306509999998,53.47976414
19475,10407645,1,102.6,0,1,0,173500,270.325,1,0,0,,126.3,-113.3531662,53.47980063
19476,10407647,6,0.0,0,0,0,98500,270.307,0,0,0,,0.0,-113.3533685,53.47986912
19477,10407648,6,0.0,0,0,0,98500,271.712,0,0,0,,0.0,-113.35347050000001,53.47990112
19478,10407649,6,0.0,0,0,0,100000,277.827,0,0,0,,0.0,-113.3535737,53.47992864
19479,10407650,0,102.6,0,1,0,155500,302.592,1,0,0,,127.4,-113.35367609999999,53.47996065
19480,10407651,1,102.6,0,1,0,155500,336.325,1,0,0,,126.3,-113.3537756,53.47999713
19481,4088662,0,285.86,0,1,1,595500,1039.84,1,0,0,,342.02,-113.4128439,53.47701524
19482,4088357,0,217.94,0,1,1,483000,785.25,1,0,0,,256.98,-113.41305030000001,53.47757115
19483,4088654,0,278.16,0,1,1,704000,1012.61,1,0,0,,396.26,-113.41335409999999,53.47715029
19484,4088340,0,220.15,0,1,1,491500,629.61,1,0,0,,271.83,-113.4133719,53.47761541
19485,4088332,0,215.8,1,1,1,562000,757.76,1,0,0,,282.1,-113.4136412,53.47768188
19486,4088324,0,267.2,0,1,0,612500,770.07,1,0,0,,346.36,-113.41415959999999,53.47788662
19487,4088316,0,313.51,1,1,1,699500,683.76,1,0,0,,364.07,-113.41441299999998,53.47795076
19488,4088290,0,230.98,1,1,1,546500,683.81,1,0,0,,282.66,-113.41465190000001,53.47802831
19489,9284183,0,94.28,1,1,0,333000,663.881,1,0,0,,151.95,-113.4528596,53.47973249
19490,9284506,0,110.12,0,1,1,343500,712.28,1,0,0,,154.65,-113.4530591,53.47918974
19491,9284225,0,110.48,0,1,1,345000,663.836,1,0,0,,155.01,-113.45335359999999,53.47967185
19492,9284464,0,106.64,1,1,0,343500,712.33,1,0,0,,155.55,-113.45358459999999,53.47912475
19493,9284241,0,133.83,1,1,1,388500,663.816,1,0,0,,174.7,-113.4536007,53.47963703
19494,9284449,0,160.56,1,0,0,371000,705.054,1,0,0,,160.56,-113.45383329999999,53.47908994
19495,9284266,0,110.48,1,1,0,358000,663.787,1,0,0,,163.77,-113.4538477,53.47960671
19496,9284423,0,104.6,0,0,1,311000,622.111,1,0,0,,104.6,-113.45409550000001,53.47904846
19497,9284282,0,123.0,1,1,1,377500,678.141,1,0,0,,171.91,-113.45410590000002,53.47958093
19498,9284308,0,126.53,1,1,1,398500,584.801,1,0,0,,171.06,-113.4543831,53.47957995
19499,9284324,0,174.81,1,1,1,386500,800.07,1,0,0,,219.34,-113.45470790000002,53.479541000000005
19500,9284340,0,130.32,1,1,0,380500,1089.382,1,0,0,,179.23,-113.4550038,53.47946596
19501,9284365,0,121.64,1,1,1,378000,675.437,1,0,0,,162.51,-113.45486299999999,53.47919574
19502,9284381,0,113.48,0,1,1,349000,717.082,1,0,0,,142.29,-113.45473770000001,53.47901095
19503,7868904,0,112.82,0,1,0,466000,594.222,1,0,0,,161.73,-113.54553700000001,53.478564
19504,7870231,0,105.38,1,1,1,458000,561.547,1,0,0,,153.57,-113.54604170000002,53.47882202
19505,7870223,0,106.1,1,1,1,455500,571.952,1,0,0,,150.63,-113.546213,53.47870585
19506,7870207,0,125.73,1,1,1,472500,571.935,1,0,0,,170.26,-113.5463557,53.478576100000005
19507,7869696,0,163.58,1,1,1,511500,696.473,1,0,0,,191.1,-113.5459767,53.47812985
19508,7870199,0,158.92,1,1,1,534000,571.881,1,0,0,,203.45,-113.54649840000002,53.47845083
19509,7870173,0,154.8,1,1,1,518000,571.874,1,0,0,,180.26,-113.54664109999999,53.47832108
19510,7870140,0,114.39,1,1,1,516500,612.674,1,0,0,,158.92,-113.5468398,53.4781466
19511,7870116,0,100.52,1,1,1,446000,602.395,1,0,0,,131.91,-113.54714170000001,53.47787367
19512,7868219,0,112.83,1,1,1,540000,675.938,1,0,0,,161.74,-113.5465912,53.47746721
19513,7868227,0,178.1,1,1,1,568500,668.353,1,0,0,,217.14,-113.5468035,53.47734221
19514,7870082,0,103.7,1,1,0,447500,612.551,1,0,0,,152.61,-113.5474436,53.47760523
19515,7870074,0,109.18,1,1,0,472500,626.57,1,0,0,,158.09,-113.54762509999999,53.47747113
19516,7870058,0,96.38,1,1,0,439000,620.066,1,0,0,,149.31,-113.5477419,53.47734127
19517,7871007,0,142.61,1,1,1,663000,1171.255,1,0,1,,228.07,-113.54822050000001,53.47760817
19518,7870983,0,151.89,1,1,1,612000,754.836,1,0,0,,224.82,-113.5484821,53.47775743
19519,7870975,0,137.75,1,1,1,562000,715.4,1,0,0,,179.29,-113.5487835,53.47787314
19520,7871254,0,182.09,1,1,1,601500,667.277,1,0,0,,258.98,-113.5495548,53.47766263
19521,7870942,0,126.63,1,1,1,546000,598.542,1,0,0,,175.54,-113.54913379999999,53.47796657
19522,7870918,0,159.58,1,1,1,495500,622.18,1,0,0,,204.11,-113.5495648,53.47814792
19523,7870892,0,169.88,1,1,1,533000,635.906,1,0,0,,200.7,-113.5497902,53.47822964
19524,7695810,0,241.47,0,1,1,553500,726.693,1,0,0,,292.39,-113.5821064,53.47969717
19525,7697691,0,175.33,0,1,1,494500,725.009,1,0,0,,223.33,-113.58295849999999,53.47949571
19526,7695836,0,251.24,0,1,1,571500,717.42,1,0,0,,292.78,-113.582357,53.47976095
19527,7697675,0,196.64,0,1,1,513000,691.478,1,0,0,,240.56,-113.5830865,53.47934339
19528,7695851,0,171.38,0,1,1,482500,687.489,1,0,0,,212.25,-113.58260290000001,53.47984268
19529,7697634,0,237.04,1,1,1,673000,709.611,1,0,0,,290.24,-113.5833678,53.47900066
19530,7697584,0,229.77,0,1,1,592500,1057.442,1,0,0,,280.17,-113.5842186,53.478983400000004
19531,7697568,0,243.4,1,1,1,719500,1245.556,1,0,1,,299.8,-113.58435549999999,53.47917258
19532,7695893,0,226.52,0,1,1,530000,681.096,1,0,0,,274.7,-113.58305770000001,53.48005095
19533,7697543,0,318.98,1,1,1,726000,741.428,1,0,0,,378.15,-113.58411399999999,53.47940538
19534,7697527,0,274.53,0,1,1,689500,834.126,1,0,0,,326.38,-113.58398500000001,53.4795532
19535,7695935,0,310.87,0,1,1,709500,710.225,1,0,0,,368.59,-113.583471,53.48029501
19536,7697485,0,204.24,1,1,1,548000,662.639,1,0,0,,250.47,-113.58383319999999,53.47980653
19537,7695950,0,181.2,1,1,1,510000,704.386,1,0,0,,222.1,-113.583673,53.48042377
19538,7697469,0,222.62,0,1,1,541500,651.694,1,0,0,,266.14,-113.58403270000001,53.47992629
19539,7695976,0,218.54,0,1,1,534500,702.974,1,0,0,,269.64,-113.5838582,53.48055471
19540,7697436,0,252.82,0,1,1,571500,615.321,1,0,0,,298.9,-113.58420459999999,53.480048200000006
19541,7695992,0,227.4,1,1,1,545000,761.512,1,0,0,,268.94,-113.5840119,53.48070801
19542,7697410,0,283.1,1,1,1,693500,624.886,1,0,0,,323.3,-113.5843713,53.4801656
19543,7697378,0,168.14,0,1,1,475000,651.76,1,0,0,,209.01,-113.5847435,53.48040952
19544,10010098,0,128.3,1,1,1,392500,473.481,1,0,0,,167.3,-113.4052784,53.61659852
19545,10010097,0,210.0,1,1,1,451500,425.574,1,0,0,,251.3,-113.40525179999999,53.61671071
19546,10010096,0,136.7,0,1,1,409000,425.571,1,0,0,,174.3,-113.4052259,53.61681842
19547,10010093,0,233.1,0,1,0,463000,504.921,1,0,0,,274.8,-113.405142,53.61716845
19548,10043245,0,181.1,0,1,1,527500,423.993,1,1,0,,223.0,-113.4042108,53.61775689
19549,10043244,0,228.0,0,1,1,564000,423.715,1,1,0,,262.7,-113.4041845,53.61786459
19550,10043243,0,190.9,0,1,1,535000,423.889,1,1,0,,240.3,-113.40415829999999,53.61797229
19551,10043242,0,205.1,1,1,1,553500,409.961,1,1,0,,246.7,-113.40411940000001,53.61813385
19552,10043241,0,201.7,0,1,1,530000,381.184,1,1,0,,237.5,-113.4040949,53.61823706
19553,10043240,0,190.7,0,1,1,523000,381.163,1,1,0,,231.7,-113.4040712,53.61833579
19554,10043239,0,165.8,0,1,1,487000,381.138,1,1,0,,201.8,-113.4040476,53.61843452
19555,10043238,0,201.6,0,1,1,535500,381.125,1,1,0,,245.0,-113.40402390000001,53.61853325
19556,10043237,0,208.1,1,1,1,491500,381.133,1,1,0,,246.0,-113.4040003,53.61863197
19557,10043236,0,195.0,0,1,1,451000,381.149,1,0,0,,235.0,-113.4039767,53.6187307
19558,10043235,0,136.1,1,1,1,396500,379.71,1,0,0,,181.8,-113.40395009999999,53.61882941
19559,10029258,0,158.3,0,1,1,420000,570.096,1,0,0,,202.9,-113.40471809999998,53.61954762
19560,10029257,0,203.5,0,1,1,472500,511.198,1,0,0,,246.2,-113.40468840000001,53.61965081
19561,10289531,0,186.9,0,1,1,470500,603.064,1,0,0,,225.1,-113.4043374,53.62698608
19562,10289532,0,172.6,0,1,0,431500,406.349,1,0,0,,210.2,-113.40458000000001,53.62709736
19563,10289533,0,159.3,0,1,1,413500,406.782,1,0,0,,198.7,-113.4047545,53.6271454
19564,10289534,0,217.7,1,1,1,494000,385.873,1,0,0,,256.5,-113.4049621,53.62713745
19565,10289528,0,148.3,0,1,0,397500,336.959,1,0,0,,182.0,-113.40462409999999,53.62664154
19566,10289535,0,216.5,0,1,1,481000,438.714,1,0,0,,257.3,-113.4051381,53.62710238
19567,10289527,0,175.5,1,1,0,433500,409.161,1,0,0,,213.1,-113.4047855,53.62658394
19568,9254442,0,109.77,1,1,1,344000,544.668,1,0,0,,158.68,-113.45687379999998,53.47930374
19569,9254426,0,110.34,0,1,0,332000,591.086,1,0,0,,167.29,-113.4570751,53.47924175
19570,9254400,0,98.6,0,1,0,320000,645.229,1,0,0,,151.89,-113.4572886,53.4791933
19571,9254384,0,86.9,0,1,0,316500,645.192,1,0,0,,147.87,-113.4575044,53.47915833
19572,9254368,0,110.2,0,1,0,342500,593.695,1,0,0,,176.63,-113.45773259999999,53.47912567
19573,9254343,0,113.93,1,1,1,331500,587.961,1,0,0,,158.46,-113.4579435,53.47910192
19574,9259748,0,111.08,0,1,1,352500,597.521,1,0,0,,164.37,-113.4592341,53.47895949
19575,9259722,0,115.52,1,1,0,341500,568.374,1,0,0,,164.43,-113.45948159999999,53.47895163
19576,9259706,0,111.08,0,1,1,350500,568.374,1,0,0,,168.75,-113.45971540000001,53.4789437
19577,9258260,0,115.46,1,1,1,369500,684.915,1,0,0,,168.75,-113.45986289999999,53.47936671
19578,9259466,0,96.14,1,1,1,338000,519.428,1,0,0,,145.05,-113.4606773,53.4789121
19579,9258468,0,111.08,0,1,1,351000,631.863,1,0,0,,155.61,-113.46067930000001,53.47933445
19580,9259441,0,97.22,1,1,1,337000,525.334,1,0,0,,154.89,-113.4608905,53.47890632
19581,9259425,0,96.14,1,1,0,328500,530.905,1,0,0,,145.05,-113.4611122,53.47890732
19582,9259409,0,96.14,0,1,0,313000,499.004,1,0,0,,145.05,-113.4613209,53.47891275
19583,9259383,0,96.14,1,1,0,324000,501.531,1,0,0,,145.05,-113.46152620000001,53.47891817
19584,9259367,0,189.75,1,1,1,416000,501.501,1,0,0,,243.04,-113.46173259999999,53.47892359
19585,9258641,0,114.98,1,1,1,361000,770.268,1,0,0,,163.89,-113.4621453,53.47936353
19586,9258906,0,95.81,1,1,1,328500,523.811,1,0,0,,144.72,-113.4626499,53.47894569
19587,9258880,0,97.22,1,1,1,329000,523.817,1,0,0,,138.09,-113.46286540000001,53.47895116
19588,9258682,0,103.7,1,1,1,354000,670.088,1,0,0,,128.49,-113.4628466,53.47947451
19589,9258864,0,91.64,1,1,0,336500,579.362,1,0,0,,124.2,-113.46310700000001,53.47895898
19590,9258708,0,115.28,1,1,1,373000,624.726,1,0,0,,158.16,-113.46313549999999,53.47946458
19591,9258724,0,109.82,1,1,1,377500,631.111,1,0,0,,154.35,-113.4633618,53.47947683
19592,9258823,0,104.68,1,1,1,351000,634.741,1,0,0,,157.97,-113.4635762,53.47899029
19593,7850126,0,182.08,1,1,1,469500,543.954,1,0,0,,226.97,-113.5083875,53.47966603
19594,7848526,0,172.17,1,1,1,475500,543.972,1,0,0,,213.04,-113.5082882,53.48012166
19595,7850100,0,114.38,1,1,0,402000,543.97,1,0,0,,167.67,-113.5086312,53.47970522
19596,7848500,0,189.54,1,1,0,487500,543.984,1,0,0,,232.24,-113.50853190000001,53.480163100000006
19597,7848484,0,208.84,0,1,1,491000,569.105,1,0,0,,251.18,-113.508776,53.48020005
19598,7850068,0,116.76,1,1,1,410500,550.19,1,0,0,,156.91,-113.5091074,53.47977907
19599,7848468,0,120.68,1,1,1,420000,592.577,1,0,0,,169.59,-113.5090307,53.48023929
19600,7850043,0,129.58,0,1,1,415000,557.191,1,0,0,,170.45,-113.5093582,53.47980032
19601,7848443,0,111.59,1,1,0,412500,640.786,1,0,0,,185.29,-113.50929409999999,53.48027407
19602,7850027,0,135.74,1,1,1,442000,557.407,1,0,0,,176.61,-113.5096273,53.47981041
19603,7848427,0,110.39,0,1,0,387000,728.424,1,0,0,,163.68,-113.5095691,53.48029991
19604,7848401,0,120.92,0,1,1,419000,720.368,1,0,0,,178.59,-113.5098561,53.48029659
19605,7849987,0,123.68,1,1,1,447000,557.459,1,0,0,,164.55,-113.5101431,53.47977433
19606,7848385,0,110.15,1,1,0,404000,694.593,1,0,0,,145.92,-113.51012539999999,53.48027074
19607,7849961,0,129.71,0,1,1,416000,557.477,1,0,0,,170.58,-113.51038759999999,53.47973714
19608,7848369,0,103.7,1,1,1,420000,757.47,1,0,0,,165.75,-113.51041529999999,53.48023598
19609,7848344,0,148.84,0,1,1,478000,640.184,1,0,0,,189.71,-113.51064850000002,53.48020099
19610,7849920,0,130.01,1,1,1,432500,557.52,1,0,0,,178.92,-113.5108518,53.47963346
19611,7848328,0,180.73,1,1,1,510500,628.824,1,0,0,,227.45,-113.51089640000002,53.48012563
19612,7848302,0,181.55,1,1,1,448000,608.928,1,0,0,,228.27,-113.5111449,53.48005475
19613,7870579,0,117.92,1,1,1,540500,823.189,1,0,0,,158.79,-113.5468173,53.47876656
19614,7870603,0,141.9,0,1,1,576500,538.689,1,0,0,,172.5,-113.5469693,53.47865031
19615,7870652,0,108.26,1,1,1,479500,592.892,1,0,0,,137.93,-113.54744450000001,53.47819832
19616,7870678,0,133.17,1,1,1,546500,768.146,1,0,0,,177.09,-113.54762720000001,53.47799233
19617,7870686,0,180.6,1,1,1,610000,1188.461,1,0,0,,219.6,-113.54793259999998,53.47796203
19618,9752908,0,103.6,1,1,0,333000,454.089,1,0,0,,156.89,-113.4045666,53.46252903
19619,9752882,0,118.6,1,1,0,324500,405.834,1,0,0,,148.26,-113.40457009999999,53.46263689
19620,3124146,0,110.31,0,1,1,350500,481.25,1,0,0,,163.6,-113.4045737,53.46274474
19621,3124138,0,109.16,0,0,0,321500,501.49,1,0,0,,109.16,-113.4045772,53.46285708
19622,3124120,0,114.65,0,1,1,365500,511.51,1,0,1,,156.74,-113.4045813,53.46298291
19623,9752767,0,105.5,0,1,0,337000,486.232,1,0,0,,153.74,-113.40459879999999,53.46321664
19624,10407619,0,231.1,0,1,1,308500,465.577,1,0,0,,283.3,-113.35461699999999,53.48057005
19625,10407618,0,155.0,0,0,0,215000,433.471,1,0,0,,155.0,-113.3547815,53.48062935
19626,10407617,6,0.0,0,0,0,166000,430.228,0,0,0,,0.0,-113.354941,53.48068637
19627,10407614,0,207.8,0,1,0,285500,527.692,1,0,0,,256.2,-113.3554656,53.48084871
19628,10407613,6,0.0,0,0,0,176500,704.244,0,0,0,,0.0,-113.35561659999999,53.48091467
19629,3715067,0,169.15,1,1,1,476000,683.11,1,0,0,,223.05,-113.41120829999998,53.47973
19630,3714250,0,136.53,1,1,1,438500,551.0,1,0,1,,180.33,-113.4117679,53.47928794
19631,3714243,0,219.04,1,1,1,487000,596.16,1,0,0,,279.08,-113.41172399999999,53.47909003
19632,3715083,0,114.34,0,1,1,406000,550.71,1,0,0,,161.24,-113.41173149999999,53.47972808
19633,3714235,0,225.63,0,1,1,495500,670.32,1,0,0,,270.52,-113.41188190000001,53.47899645
19634,3715091,0,222.17,0,1,1,478500,550.68,1,0,0,,265.5,-113.41197549999998,53.47972479
19635,3714227,0,203.09,0,1,1,469000,737.1,1,0,0,,249.99,-113.41225049999998,53.47893985
19636,3715117,0,252.51,0,1,1,563500,550.18,1,0,0,,303.61,-113.41221940000001,53.47972149
19637,3714219,0,169.64,1,1,1,478500,844.22,1,0,0,,218.55,-113.41258059999998,53.47891002
19638,3714193,0,211.54,0,1,1,485500,712.16,1,0,0,,283.79,-113.41275449999999,53.47906814
19639,3715133,0,252.51,0,1,1,562000,533.79,1,0,0,,303.61,-113.41271409999999,53.47969921
19640,3714185,0,208.24,1,1,1,475500,557.04,1,0,0,,254.96,-113.4127044,53.47926109
19641,4088647,0,222.97,0,1,1,482000,547.37,1,0,0,,276.26,-113.4130686,53.47914831
19642,4089314,0,138.26,0,1,1,443000,648.09,1,0,0,,193.74,-113.4132273,53.47965007
19643,4088639,0,210.37,0,1,1,459000,546.47,1,0,0,,255.22,-113.4133038,53.47911577
19644,4088753,0,129.66,1,1,1,433000,701.93,1,0,0,,170.26,-113.41376100000001,53.47958529
19645,4088613,0,215.7,1,1,1,477000,571.73,1,0,0,,256.57,-113.4138767,53.47904219
19646,4088761,0,126.76,0,1,1,418500,621.97,1,0,0,,167.63,-113.41402340000002,53.47955063
19647,4088779,0,201.37,0,1,1,456000,618.01,1,0,0,,250.28,-113.41427639999999,53.47952941
19648,4088589,0,160.91,0,1,1,423000,635.33,1,0,0,,207.14,-113.414406,53.47902682
19649,4088787,0,247.19,1,1,1,521500,623.62,1,0,0,,296.87,-113.4145666,53.47955329
19650,4088795,0,163.66,0,1,1,447500,644.03,1,0,0,,209.22,-113.41479950000002,53.47957915
19651,4088183,0,205.24,0,1,1,462500,602.24,1,0,0,,251.96,-113.41543,53.47922279
19652,4088175,0,230.84,0,1,1,492500,621.09,1,0,0,,280.48,-113.4155719,53.4790168
19653,4087961,0,232.2,1,1,1,499500,683.37,1,0,0,,284.76,-113.41618770000001,53.47934331
19654,4088167,0,241.22,0,1,1,509500,703.94,1,0,0,,293.78,-113.4158011,53.478930299999995
19655,4087979,0,242.31,0,1,1,514000,718.69,1,0,0,,294.87,-113.4164408,53.47930635
19656,4088159,0,159.85,1,1,1,479000,739.11,1,0,0,,204.74,-113.41607690000001,53.47886875
19657,4087987,0,181.78,0,1,1,446000,646.2,1,0,0,,231.71,-113.4167173,53.47926053
19658,4088142,0,215.44,1,1,1,510500,779.55,1,0,0,,268.73,-113.4163545,53.47879372
19659,4088134,0,291.15,0,1,1,678500,766.23,1,0,0,,370.95,-113.41665859999999,53.47876825
19660,4088126,0,220.74,0,1,1,532500,819.05,1,0,0,,261.61,-113.41704840000001,53.47876116
19661,9270885,0,108.5,0,1,0,345500,567.089,1,0,0,,161.43,-113.44737909999999,53.48247275
19662,9269788,0,108.5,1,1,0,417000,538.609,1,0,0,,166.17,-113.4473555,53.48278267
19663,9270869,0,129.29,1,1,1,365000,542.516,1,0,0,,170.16,-113.4478662,53.48239413
19664,9269804,0,99.32,1,1,0,331000,538.615,1,0,0,,152.61,-113.44783819999999,53.48287701
19665,9270844,0,111.86,1,1,0,341500,543.652,1,0,0,,160.77,-113.448118,53.48238406
19666,9269820,0,96.38,1,1,0,331000,546.062,1,0,0,,149.67,-113.4480655,53.48287356
19667,9270828,0,112.13,1,1,0,356000,557.225,1,0,0,,161.04,-113.44834420000001,53.48238061
19668,9269846,0,109.07,1,1,1,346000,546.043,1,0,0,,166.74,-113.4482904,53.4828746
19669,9270802,0,97.04,1,1,0,326000,533.236,1,0,0,,145.95,-113.4485669,53.48237715
19670,9269861,0,110.69,1,1,0,345000,546.043,1,0,0,,172.74,-113.4485154,53.48287564
19671,9270786,0,96.14,1,1,0,318000,552.123,1,0,0,,137.01,-113.44878259999999,53.482371400000005
19672,9269887,0,116.18,1,1,1,362000,557.189,1,0,1,,165.09,-113.4487426,53.48287219
19673,9269903,0,109.82,1,1,1,380500,568.366,1,0,0,,192.43,-113.4489895,53.48287333
19674,9270745,0,105.5,0,1,0,330000,715.35,1,0,0,,173.74,-113.44928390000001,53.48236473
19675,9269929,0,97.88,0,0,0,295000,550.937,1,0,0,,97.88,-113.4492469,53.48285205
19676,9270729,0,98.18,1,1,1,337000,766.671,1,0,0,,147.09,-113.44953170000001,53.48235913
19677,9269945,0,112.94,1,1,1,355500,570.176,1,0,0,,161.85,-113.44945249999999,53.48288670000001
19678,9270703,0,111.02,0,1,1,359500,717.258,1,0,0,,168.69,-113.449743,53.48240503
19679,9258047,0,111.54,0,1,0,345500,594.355,1,0,0,,160.45,-113.4591841,53.48090476
19680,9258021,0,101.12,1,1,1,404500,1053.749,1,0,0,,158.79,-113.45928459999999,53.48059519
19681,9257064,0,139.88,0,1,1,388000,645.918,1,0,0,,201.93,-113.4598138,53.48114799
19682,9258005,0,149.92,0,1,1,421500,881.364,1,0,0,,194.45,-113.4595672,53.48054705
19683,9257080,0,116.72,0,1,0,347500,653.25,1,0,0,,174.39,-113.46000159999998,53.48104999
19684,9257981,0,112.5,1,1,1,367500,762.763,1,0,0,,165.79,-113.4598476,53.48052361
19685,9257106,0,217.86,1,1,1,456500,632.088,1,0,0,,282.89,-113.46020559999998,53.48099025
19686,9257940,0,113.54,1,1,0,355500,644.0,1,0,0,,162.45,-113.46040330000001,53.48045647
19687,9257908,0,116.18,0,1,0,342000,612.972,1,0,0,,165.09,-113.46073270000001,53.48042202
19688,9257346,0,120.32,1,1,1,417500,538.654,1,0,1,,173.61,-113.4609341,53.48089919
19689,9257361,0,115.97,0,0,0,315500,501.46,1,0,0,,115.97,-113.46113999999999,53.48087765
19690,9257866,0,112.31,1,1,0,362000,612.972,1,0,0,,189.18,-113.46122949999999,53.48036809
19691,9257387,0,164.91,0,1,1,368000,501.496,1,0,0,,194.11,-113.4613433,53.4808561
19692,9257841,0,95.3,1,1,1,352000,612.992,1,0,0,,152.97,-113.4614779,53.48034001
19693,9257429,0,102.35,0,1,1,326000,501.477,1,0,0,,151.26,-113.46174979999999,53.48081076
19694,9257445,0,104.61,0,1,1,332500,501.496,1,0,0,,162.28,-113.46195300000001,53.48078921
19695,9257809,0,107.99,1,1,0,343000,612.987,1,0,0,,156.9,-113.4619747,53.48028608
19696,9257486,0,98.95,1,1,0,333000,539.944,1,0,0,,147.86,-113.46236529999999,53.48074389
19697,9257502,0,109.76,1,1,0,353500,543.784,1,0,0,,175.42,-113.46258119999999,53.48072239
19698,9257742,0,104.81,1,1,1,350500,674.52,1,0,0,,162.48,-113.4627425,53.48020866
19699,9257528,0,104.96,0,1,0,328000,567.852,1,0,0,,153.87,-113.4628074,53.48071218
19700,9257726,0,110.48,1,1,1,363500,700.859,1,0,0,,159.39,-113.4630047,53.48018737
19701,9257544,0,109.76,1,1,1,358000,617.681,1,0,0,,163.05,-113.4630315,53.48071768
19702,9257700,0,111.98,0,1,1,358000,747.449,1,0,0,,160.89,-113.4632697,53.48017284
19703,9257569,0,106.4,1,0,1,334500,679.891,1,0,0,,131.19,-113.4632623,53.48073219
19704,9257684,0,95.84,1,1,0,347000,775.462,1,0,0,,153.51,-113.4635291,53.48015828
19705,9257585,0,110.48,1,0,1,339000,703.279,1,0,0,,110.48,-113.46349509999999,53.48074222
19706,9257668,0,110.51,1,1,0,359000,645.461,1,0,0,,159.42,-113.4639539,53.48028824
19707,9256363,0,110.42,1,1,0,360000,583.35,1,0,0,,168.09,-113.46397720000002,53.48060285
19708,7873508,0,108.68,1,1,1,492500,776.51,1,0,0,,164.19,-113.54570509999999,53.48051462
19709,7873524,0,96.38,1,1,1,457500,653.195,1,0,0,,137.34,-113.5459908,53.48046853
19710,7874027,0,140.16,1,1,1,426000,672.92,1,0,0,,166.96,-113.54620190000001,53.47985154
19711,7873565,0,97.6,1,1,1,510000,549.006,1,0,0,,138.47,-113.54646640000001,53.48020974
19712,3792835,0,116.08,0,1,0,342000,437.121,1,0,0,,160.61,-113.40586940000001,53.47600128
19713,3792843,0,94.6,1,1,0,343500,371.526,1,0,0,,131.6,-113.40593329999999,53.47611842
19714,3792868,0,116.08,0,0,0,313000,310.838,1,0,0,,116.08,-113.40594180000001,53.47631166
19715,3792884,0,94.34,0,0,0,304500,306.808,1,0,0,,94.34,-113.4060227,53.47646932
19716,3792892,0,189.2,0,1,0,276000,379.262,1,0,0,,230.68,-113.4060769,53.47655047
19717,9990118,0,127.6,0,1,1,438500,799.154,1,0,0,,166.6,-113.4069406,53.61197227
19718,9990133,0,127.6,1,1,1,402000,394.016,1,0,0,,166.6,-113.4074625,53.61255669
19719,9990119,0,140.2,1,1,0,395000,539.698,1,0,0,,177.2,-113.40681399999998,53.61215361
19720,9996343,0,144.1,1,1,1,413500,452.039,1,0,0,,194.3,-113.4072528,53.61261406
19721,9996344,0,165.4,0,1,1,426500,431.221,1,0,0,,204.4,-113.4072432,53.61273083
19722,9996345,0,150.9,0,1,0,392000,396.965,1,0,0,,186.0,-113.4072413,53.61284764
19723,9996327,0,137.0,0,1,1,382500,560.612,1,0,0,,174.0,-113.40645249999999,53.61245734
19724,9996328,0,127.6,1,1,1,409000,553.174,1,0,0,,166.6,-113.40642150000001,53.61256052
19725,9996347,0,142.5,0,1,1,385500,373.627,1,0,0,,181.5,-113.4072405,53.61305881
19726,9996348,0,128.5,1,1,1,405000,373.611,1,0,0,,167.5,-113.40724009999998,53.61315765
19727,9996329,0,127.9,1,1,1,416000,487.623,1,0,0,,166.9,-113.40644820000001,53.61273139
19728,9996349,0,92.6,0,1,1,363000,373.609,1,0,0,,130.4,-113.4072397,53.61325649999999
19729,9996350,0,95.9,1,1,0,378000,373.597,1,0,0,,131.3,-113.40723940000001,53.61335534
19730,9996331,0,163.3,1,1,1,410000,395.15,1,0,0,,202.3,-113.4064403,53.61294701
19731,9996351,0,96.7,1,1,0,371000,431.31,1,0,0,,133.7,-113.40724440000001,53.61347218
19732,9996333,0,127.6,0,1,1,398000,395.119,1,0,0,,166.6,-113.4064396,53.61313571
19733,9996335,0,127.3,1,1,1,380000,395.088,1,0,0,,166.3,-113.40643899999999,53.61331992
19734,9996336,0,127.6,1,1,1,407500,395.074,1,0,0,,166.6,-113.40643870000001,53.61341427
19735,9996338,0,95.4,0,1,0,358000,395.044,1,0,0,,132.1,-113.4064379,53.61360297
19736,9996339,0,164.5,0,1,1,404000,395.029,1,0,0,,203.1,-113.40643759999999,53.61369732
19737,9996341,0,137.0,0,1,1,381000,394.999,1,0,0,,174.0,-113.40643689999999,53.61388153
19738,9996342,0,171.3,0,1,1,425000,587.247,1,0,0,,209.3,-113.4064815,53.61401205
19739,10010126,0,363.1,0,1,1,835500,1749.827,1,0,0,,412.2,-113.4058338,53.6154084
