,True Assessed Value,multi-linear,lasso,ridge,RFR,XGBoost
233,405000,413609.7806716785,413607.98338861763,413534.05990585685,402198.0,402970.0625
234,332500,353799.5613495298,353800.6296003796,353885.91586532444,264356.0,283902.4375
235,384500,423803.1598040648,423804.6057679616,423848.14587434754,365679.0,319860.9375
236,402500,410412.0804403424,410411.8584682159,410408.2885968052,420787.0,421540.75
237,990000,1184867.0119093694,1184867.1328464448,1184932.7584359609,1401641.0,1196936.875
238,928000,891184.5097927712,891184.8347159065,891229.7217872366,1380867.0,1276477.375
239,1601500,1013613.8198929019,1013613.9447622262,1013666.9305527583,1382640.0,1369384.375
240,1346000,1126950.9063838944,1126951.1508947164,1127016.208324585,1499022.0,1353266.0
241,297500,337312.053319484,337315.1871521659,337380.1164072864,301583.0,299848.21875
242,305000,348120.3930606395,348123.64138831943,348192.3725212924,308287.0,297181.90625
243,316500,367686.1405327916,367689.41484910995,367759.63459936157,310642.0,324690.09375
244,299500,366524.9614729956,366528.12281846255,366595.16641629115,309979.0,309614.8125
245,317500,360450.5885136984,360452.74945767224,360526.8554390222,307793.0,320208.25
246,438500,323522.35136438906,323522.10341951624,323494.022957921,421120.0,404611.34375
247,401500,480514.83656682447,480512.66499863565,480435.10700381175,466940.0,470190.28125
248,454000,435926.04006610066,435924.02801017463,435847.7165166214,435255.0,415496.78125
249,391000,440105.05625630915,440101.9775605835,440031.5377678089,455004.0,439454.4375
250,355000,415616.5281949453,415614.4449393451,415587.0862928331,405790.0,389996.84375
251,533000,516901.54014641047,516901.67882161215,516918.5922389738,631427.0,588502.875
252,473500,452713.70470696315,452714.8165596053,452719.26102909446,495584.0,529021.3125
253,532000,440532.734184023,440534.02378608286,440541.94879444316,493109.0,513046.28125
254,621500,574360.6886464767,574360.9089374729,574384.2204347998,694114.0,645905.625
255,371000,325925.655024495,325926.6781908572,325971.6893860921,384367.0,337794.6875
256,315000,355386.92870821804,355389.07680221647,355463.9049576707,315301.0,316638.96875
257,310000,354877.63440329954,354880.92260618135,354951.6013214998,315351.0,313418.96875
258,329500,375562.9056939669,375566.3139589317,375641.48744181544,325369.0,286211.28125
259,304000,335591.2781236656,335594.7692158073,335669.9983846359,304386.0,298481.125
260,540000,614528.5809167996,614527.5249159746,614471.7482342348,538784.0,573030.4375
261,518500,531349.4170934223,531348.2973550297,531284.6678735241,516438.0,526618.0625
262,524000,590053.5478514247,590052.560446769,589997.4322492555,514149.0,527046.25
263,539500,583879.7719595283,583878.7994554713,583823.7928143889,506686.0,522820.3125
264,470000,499543.80967898294,499542.7751412578,499481.33246506006,472245.0,478570.1875
265,490500,526060.8917220049,526059.849126488,526000.2149586529,487782.0,485719.28125
266,466000,425613.1207571924,425611.90861395,425540.43015109375,450299.0,460505.28125
267,433500,307349.20142706856,307348.9473510757,307319.2348385416,412486.0,405334.25
268,527000,717450.8120879531,717449.3232480213,717436.4131267928,553165.0,594909.625
